wavelength_um,SW,uc_SW,Total,uc_Total,LW,uc_LW,SSW,uc_SSW
0.26,0.0492962,0.00379005,0.0560829,0.00378446,-2.38542e-05,0.00375849,6.45037e-05,0.00376871
0.260207,0.0487697,0.00377406,0.0554531,0.00376844,-2.36921e-05,0.00374304,6.4251e-05,0.00375343
0.260415,0.0482427,0.00375804,0.0548224,0.0037524,-2.35302e-05,0.00372754,6.39984e-05,0.00373809
0.260623,0.0477153,0.00374208,0.0541909,0.00373641,-2.33683e-05,0.00371204,6.3746e-05,0.00372276
0.260831,0.0471875,0.00372617,0.0535589,0.00372049,-2.32066e-05,0.00369656,6.34938e-05,0.00370745
0.261039,0.0466596,0.00371031,0.0529265,0.00370462,-2.3045e-05,0.00368109,6.32416e-05,0.00369215
0.261247,0.0461315,0.00369452,0.052294,0.00368881,-2.28835e-05,0.00366564,6.29897e-05,0.00367687
0.261455,0.0456035,0.00367878,0.0516613,0.00367307,-2.27222e-05,0.0036502,6.27378e-05,0.0036616
0.261664,0.0450756,0.00366302,0.0510288,0.00365732,-2.2561e-05,0.00363469,6.24862e-05,0.00364626
0.261873,0.0445479,0.00364733,0.0503966,0.00364163,-2.23999e-05,0.00361921,6.22347e-05,0.00363095
0.262081,0.0440206,0.00363176,0.0497649,0.00362607,-2.22389e-05,0.00360381,6.19833e-05,0.00361572
0.262291,0.0434937,0.00361611,0.0491338,0.00361043,-2.20781e-05,0.00358827,6.17321e-05,0.00360036
0.2625,0.0429673,0.00360058,0.0485036,0.00359493,-2.19174e-05,0.00357283,6.14811e-05,0.00358508
0.262709,0.0424416,0.00358512,0.0478743,0.00357949,-2.17568e-05,0.00355739,6.12303e-05,0.00356982
0.262919,0.0419167,0.00356963,0.0472462,0.00356404,-2.15964e-05,0.0035419,6.09796e-05,0.0035545
0.263128,0.0413926,0.00355428,0.0466194,0.00354872,-2.14362e-05,0.00352649,6.07291e-05,0.00353927
0.263338,0.0408695,0.0035389,0.0459941,0.00353338,-2.1276e-05,0.00351103,6.04787e-05,0.00352398
0.263548,0.0403475,0.00352358,0.0453705,0.00351811,-2.11161e-05,0.00349557,6.02286e-05,0.0035087
0.263759,0.0398267,0.00350824,0.0447488,0.00350282,-2.09562e-05,0.00348006,5.99786e-05,0.00349337
0.263969,0.0393071,0.00349301,0.044129,0.00348765,-2.07966e-05,0.00346464,5.97288e-05,0.00347812
0.26418,0.038789,0.00347776,0.0435115,0.00347247,-2.0637e-05,0.00344915,5.94791e-05,0.00346281
0.26439,0.0382724,0.00346268,0.0428963,0.00345745,-2.04777e-05,0.00343388,5.92297e-05,0.0034476
0.264601,0.0377573,0.00344757,0.0422836,0.0034424,-2.03185e-05,0.00341855,5.89804e-05,0.00343234
0.264812,0.0372441,0.0034325,0.0416737,0.0034274,-2.01594e-05,0.00340324,5.87314e-05,0.00341708
0.265024,0.0367326,0.00341738,0.0410666,0.00341237,-2.00005e-05,0.00338787,5.84825e-05,0.00340177
0.265235,0.0362231,0.00340238,0.0404626,0.00339744,-1.98418e-05,0.00337258,5.82338e-05,0.00338655
0.265447,0.0357156,0.00338733,0.0398618,0.00338248,-1.96832e-05,0.00335724,5.79854e-05,0.00337127
0.265658,0.0352103,0.00337237,0.0392643,0.00336761,-1.95248e-05,0.00334198,5.77371e-05,0.00335607
0.26587,0.0347072,0.00335737,0.0386705,0.0033527,-1.93665e-05,0.00332666,5.7489e-05,0.00334082
0.266082,0.0342065,0.00334238,0.0380803,0.00333781,-1.92085e-05,0.00331136,5.72411e-05,0.00332558
0.266295,0.0337082,0.00332733,0.0374941,0.00332287,-1.90506e-05,0.003296,5.69934e-05,0.00331028
0.266507,0.0332125,0.00331236,0.036912,0.00330801,-1.88928e-05,0.00328073,5.6746e-05,0.00329507
0.26672,0.0327196,0.00329733,0.0363341,0.00329309,-1.87353e-05,0.00326539,5.64987e-05,0.00327981
0.266932,0.0322294,0.00328237,0.0357606,0.00327824,-1.85779e-05,0.00325015,5.62517e-05,0.00326462
0.267145,0.0317421,0.00326734,0.0351917,0.00326333,-1.84207e-05,0.00323484,5.60049e-05,0.00324939
0.267358,0.0312578,0.0032523,0.0346275,0.00324841,-1.82637e-05,0.00321955,5.57583e-05,0.00323416
0.267572,0.0307766,0.00323718,0.0340683,0.00323341,-1.81069e-05,0.0032042,5.55119e-05,0.00321888
0.267785,0.0302986,0.00322212,0.0335142,0.00321847,-1.79502e-05,0.00318894,5.52657e-05,0.00320369
0.267999,0.0298239,0.00320697,0.0329654,0.00320345,-1.77938e-05,0.00317362,5.50198e-05,0.00318844
0.268213,0.0293527,0.0031918,0.0324221,0.0031884,-1.76375e-05,0.00315832,5.47741e-05,0.0031732
0.268426,0.028885,0.00317667,0.0318843,0.00317341,-1.74814e-05,0.0031431,5.45286e-05,0.00315805
0.268641,0.028421,0.00316133,0.0313523,0.00315825,-1.73255e-05,0.00312745,5.42833e-05,0.00314276
0.268855,0.0279607,0.00314603,0.0308263,0.00314313,-1.71698e-05,0.00311183,5.40383e-05,0.00312754
0.269069,0.0275043,0.00313069,0.0303065,0.00312798,-1.70143e-05,0.00309623,5.37935e-05,0.00311234
0.269284,0.0270518,0.00311524,0.0297928,0.00311273,-1.6859e-05,0.00308059,5.3549e-05,0.00309709
0.269499,0.0266033,0.00309977,0.0292855,0.00309744,-1.67039e-05,0.00306496,5.33047e-05,0.00308184
0.269714,0.0261589,0.00308426,0.0287844,0.00308213,-1.6549e-05,0.00304935,5.30606e-05,0.00306662
0.269929,0.0257186,0.00306873,0.0282895,0.00306678,-1.63944e-05,0.00303376,5.28168e-05,0.00305141
0.270144,0.0252825,0.00305317,0.0278009,0.00305141,-1.62399e-05,0.0030182,5.25733e-05,0.00303621
0.27036,0.0248506,0.00303752,0.0273186,0.00303594,-1.60856e-05,0.00300258,5.23299e-05,0.00302096
0.270575,0.024423,0.00302193,0.0268425,0.00302053,-1.59315e-05,0.00298705,5.20869e-05,0.0030058
0.270791,0.0239998,0.00300624,0.0263728,0.00300502,-1.57777e-05,0.00297147,5.18441e-05,0.00299058
0.271007,0.023581,0.00299055,0.0259093,0.0029895,-1.5624e-05,0.00295592,5.16015e-05,0.00297538
0.271223,0.0231667,0.00297484,0.025452,0.00297397,-1.54706e-05,0.00294038,5.13592e-05,0.00296019
0.27144,0.022757,0.00295907,0.0250011,0.00295836,-1.53174e-05,0.0029248,5.11172e-05,0.00294495
0.271656,0.0223518,0.00294336,0.0245565,0.00294282,-1.51644e-05,0.0029093,5.08755e-05,0.00292979
0.271873,0.0219513,0.00292758,0.0241181,0.00292721,-1.50117e-05,0.00289376,5.0634e-05,0.00291458
0.27209,0.0215555,0.00291181,0.023686,0.0029116,-1.48591e-05,0.00287824,5.03927e-05,0.00289939
0.272307,0.0211644,0.00289605,0.0232603,0.00289599,-1.47068e-05,0.00286274,5.01518e-05,0.00288421
0.272524,0.0207782,0.0028803,0.0228408,0.0028804,-1.45547e-05,0.00284726,4.99111e-05,0.00286904
0.272742,0.0203969,0.00286449,0.0224276,0.00286475,-1.44029e-05,0.00283174,4.96707e-05,0.00285383
0.272959,0.0200205,0.0028488,0.0220208,0.00284917,-1.42512e-05,0.00281644,4.94306e-05,0.00283871
0.273177,0.0196492,0.00283306,0.0216203,0.00283353,-1.40999e-05,0.00280113,4.91907e-05,0.00282354
0.273395,0.0192829,0.00281734,0.021226,0.00281792,-1.39487e-05,0.00278584,4.89512e-05,0.00280838
0.273613,0.0189217,0.00280165,0.0208381,0.00280233,-1.37978e-05,0.00277056,4.87119e-05,0.00279324
0.273831,0.0185658,0.00278599,0.0204565,0.00278677,-1.36471e-05,0.00275529,4.84729e-05,0.00277812
0.27405,0.018215,0.0027703,0.0200813,0.00277117,-1.34967e-05,0.00273997,4.82342e-05,0.00276294
0.274268,0.0178696,0.0027547,0.0197123,0.00275568,-1.33465e-05,0.00272473,4.79958e-05,0.00274785
0.274487,0.0175295,0.00273907,0.0193497,0.00274015,-1.31965e-05,0.00270944,4.77577e-05,0.0027327
0.274706,0.0171949,0.00272348,0.0189934,0.00272465,-1.30468e-05,0.00269416,4.75198e-05,0.00271758
0.274925,0.0168657,0.00270793,0.0186435,0.00270919,-1.28974e-05,0.0026789,4.72823e-05,0.00270246
0.275144,0.0165421,0.00269241,0.0182999,0.00269378,-1.27482e-05,0.00266365,4.70451e-05,0.00268737
0.275364,0.016224,0.00267686,0.0179627,0.00267833,-1.25992e-05,0.00264835,4.68082e-05,0.00267222
0.275584,0.0159117,0.00266135,0.0176318,0.00266292,-1.24505e-05,0.00263306,4.65716e-05,0.00265709
0.275803,0.015605,0.00264595,0.0173072,0.00264763,-1.23021e-05,0.00261786,4.63353e-05,0.00264204
0.276023,0.0153041,0.00263052,0.016989,0.0026323,-1.21539e-05,0.0026026,4.60993e-05,0.00262694
0.276244,0.015009,0.00261506,0.0166772,0.00261695,-1.2006e-05,0.00258729,4.58636e-05,0.00261179
0.276464,0.0147199,0.0025997,0.0163717,0.00260171,-1.18583e-05,0.00257206,4.56283e-05,0.00259673
0.276684,0.0144367,0.00258438,0.0160726,0.0025865,-1.17109e-05,0.00255685,4.53932e-05,0.00258168
0.276905,0.0141594,0.00256903,0.0157798,0.00257127,-1.15638e-05,0.00254158,4.51585e-05,0.00256658
0.277126,0.0138883,0.0025537,0.0154935,0.00255607,-1.14169e-05,0.00252633,4.49241e-05,0.00255149
0.277347,0.0136233,0.00253842,0.0152135,0.00254091,-1.12704e-05,0.0025111,4.46901e-05,0.00253643
0.277568,0.0133645,0.00252317,0.0149398,0.00252578,-1.1124e-05,0.0024959,4.44563e-05,0.00252138
0.27779,0.0131119,0.00250787,0.0146726,0.00251061,-1.0978e-05,0.00248063,4.42229e-05,0.00250628
0.278011,0.0128656,0.00249267,0.0144117,0.00249554,-1.08322e-05,0.00246546,4.39898e-05,0.00249127
0.278233,0.0126257,0.00247742,0.0141573,0.00248043,-1.06867e-05,0.00245022,4.37571e-05,0.00247621
0.278455,0.0123922,0.00246219,0.0139092,0.00246534,-1.05415e-05,0.00243501,4.35247e-05,0.00246116
0.278677,0.0121652,0.00379388,0.0136675,0.00379958,-1.03966e-05,0.00378002,4.32926e-05,0.00379692
0.2789,0.0119447,0.00376399,0.0134322,0.0037698,-1.0252e-05,0.0037501,4.30609e-05,0.00376715
0.279122,0.0117308,0.00241653,0.0132033,0.00242014,-1.01076e-05,0.00238939,4.28295e-05,0.00241606
0.279345,0.0115235,0.0024013,0.0129808,0.00240507,-9.96356e-06,0.00237417,4.25984e-05,0.00240102
0.279567,0.0113226,0.00238614,0.0127645,0.00239007,-9.81978e-06,0.00235903,4.23678e-05,0.00238607
0.279791,0.011128,0.00237085,0.0125544,0.00237496,-9.6763e-06,0.00234377,4.21374e-05,0.00237099
0.280014,0.0109396,0.00235565,0.0123503,0.00235993,-9.53311e-06,0.0023286,4.19074e-05,0.00235601
0.280237,0.0107573,0.00234046,0.0121522,0.00234491,-9.39021e-06,0.00231344,4.16778e-05,0.00234104
0.280461,0.0105808,0.00232522,0.01196,0.00232983,-9.24761e-06,0.00229824,4.14485e-05,0.00232602
0.280684,0.0104102,0.00231005,0.0117736,0.00231483,-9.10531e-06,0.00228311,4.12196e-05,0.00231109
0.280908,0.0102453,0.00229484,0.0115929,0.00229978,-8.96332e-06,0.00226794,4.0991e-05,0.00229611
0.281132,0.0100859,0.00227965,0.0114177,0.00228475,-8.82162e-06,0.00225278,4.07629e-05,0.00228114
0.281357,0.00993196,0.0022644,0.011248,0.00226966,-8.68024e-06,0.00223757,4.0535e-05,0.00226614
0.281581,0.00978332,0.00224925,0.0110838,0.00225465,-8.53916e-06,0.00222244,4.03076e-05,0.00225121
0.281806,0.00963986,0.00223405,0.0109248,0.00223959,-8.39838e-06,0.00220727,4.00805e-05,0.00223624
0.28203,0.00950145,0.00221893,0.010771,0.00222462,-8.25792e-06,0.00219218,3.98538e-05,0.00222136
0.282255,0.00936797,0.00220378,0.0106224,0.0022096,-8.11778e-06,0.00217704,3.96275e-05,0.00220643
0.282481,0.0092393,0.00218859,0.0104788,0.00219453,-7.97794e-06,0.00216185,3.94015e-05,0.00219145
0.282706,0.00911531,0.00217349,0.0103401,0.00217955,-7.83843e-06,0.00214675,3.9176e-05,0.00217656
0.282931,0.00899588,0.00215842,0.0102062,0.00216458,-7.69923e-06,0.00213166,3.89508e-05,0.00216168
0.283157,0.00888087,0.00214332,0.0100771,0.00214957,-7.56036e-06,0.00211653,3.8726e-05,0.00214677
0.283383,0.00877017,0.00212824,0.00995258,0.00213458,-7.4218e-06,0.00210141,3.85016e-05,0.00213187
0.283609,0.00866365,0.0021132,0.00983262,0.00211961,-7.28357e-06,0.00208631,3.82775e-05,0.00211699
0.283835,0.00856119,0.0020982,0.00971711,0.00210467,-7.14567e-06,0.00207122,3.80539e-05,0.00210213
0.284062,0.00846265,0.00208316,0.00960596,0.00208969,-7.0081e-06,0.00205609,3.78307e-05,0.00208723
0.284288,0.00836792,0.00206822,0.00949906,0.00207479,-6.87086e-06,0.00204104,3.76078e-05,0.00207242
0.284515,0.00827687,0.00205325,0.00939633,0.00205986,-6.73395e-06,0.00202594,3.73854e-05,0.00205756
0.284742,0.00818938,0.00203831,0.00929766,0.00204495,-6.59737e-06,0.00201087,3.71634e-05,0.00204272
0.284969,0.00810531,0.0020234,0.00920297,0.00203007,-6.46113e-06,0.00199581,3.69417e-05,0.00202791
0.285196,0.00802455,0.00200854,0.00911215,0.00201522,-6.32523e-06,0.00198077,3.67205e-05,0.00201312
0.285424,0.00794697,0.00199363,0.00902511,0.00200033,-6.18967e-06,0.00196568,3.64997e-05,0.00199828
0.285652,0.00787244,0.00197876,0.00894176,0.00198546,-6.05445e-06,0.00195061,3.62793e-05,0.00198346
0.28588,0.00780085,0.00196392,0.00886201,0.00197063,-5.91958e-06,0.00193556,3.60593e-05,0.00196867
0.286108,0.00773206,0.00194911,0.00878575,0.00195582,-5.78505e-06,0.00192053,3.58397e-05,0.0019539
0.286336,0.00766594,0.00193435,0.00871289,0.00194105,-5.65087e-06,0.0019055,3.56206e-05,0.00193916
0.286564,0.00760239,0.00191962,0.00864334,0.00192631,-5.51704e-06,0.00189048,3.54018e-05,0.00192443
0.286793,0.00754126,0.00190485,0.00857699,0.00191152,-5.38356e-06,0.00187541,3.51835e-05,0.00190966
0.287022,0.00748243,0.00189011,0.00851377,0.00189677,-5.25044e-06,0.00186036,3.49656e-05,0.00189491
0.287251,0.00742579,0.00187538,0.00845356,0.00188204,-5.11767e-06,0.00184533,3.47482e-05,0.00188019
0.28748,0.0073712,0.00186068,0.00839629,0.00186735,-4.98526e-06,0.00183033,3.45311e-05,0.00186549
0.287709,0.00731853,0.00184599,0.00834184,0.00185267,-4.85321e-06,0.00181534,3.43145e-05,0.00185082
0.287939,0.00726768,0.00183124,0.00829013,0.00183796,-4.72152e-06,0.00180031,3.40984e-05,0.00183611
0.288168,0.0072185,0.00181657,0.00824105,0.00182334,-4.59019e-06,0.00178536,3.38827e-05,0.00182148
0.288398,0.00717087,0.00180185,0.00819453,0.00180868,-4.45923e-06,0.00177037,3.36674e-05,0.00180682
0.288628,0.00712468,0.00178712,0.00815045,0.00179404,-4.32864e-06,0.0017554,3.34525e-05,0.00179219
0.288858,0.00707978,0.0017724,0.00810873,0.00177942,-4.19841e-06,0.00174045,3.32381e-05,0.00177758
0.289089,0.00703607,0.00175762,0.00806927,0.00176477,-4.06856e-06,0.00172546,3.30242e-05,0.00176293
0.289319,0.0069935,0.00174289,0.00803204,0.0017502,-3.93908e-06,0.00171055,3.28107e-05,0.00174838
0.28955,0.00695213,0.0017281,0.00799708,0.00173559,-3.80998e-06,0.00169561,3.25976e-05,0.00173379
0.289781,0.00691204,0.00171332,0.00796444,0.001721,-3.68125e-06,0.00168068,3.2385e-05,0.00171922
0.290012,0.0068733,0.00169853,0.00793418,0.00170644,-3.5529e-06,0.00166578,3.21729e-05,0.00170469
0.290244,0.00683598,0.00168368,0.00790635,0.00169184,-3.42494e-06,0.00165084,3.19612e-05,0.00169012
0.290475,0.00680017,0.0016689,0.007881,0.00167733,-3.29735e-06,0.00163598,3.175e-05,0.00167564
0.290707,0.00676592,0.00165407,0.00785819,0.00166278,-3.17016e-06,0.00162108,3.15392e-05,0.00166113
0.290939,0.00673333,0.00163923,0.00783795,0.00164826,-3.04334e-06,0.00160622,3.13289e-05,0.00164665
0.291171,0.00670245,0.00162438,0.00782035,0.00163378,-2.91692e-06,0.0015914,3.11191e-05,0.00163221
0.291403,0.00667337,0.00160954,0.00780544,0.00161933,-2.79089e-06,0.0015766,3.09097e-05,0.0016178
0.291636,0.00664616,0.00159466,0.00779327,0.00160484,-2.66525e-06,0.00156176,3.07008e-05,0.00160336
0.291868,0.00662089,0.00157986,0.00778388,0.00159045,-2.54e-06,0.00154701,3.04924e-05,0.00158901
0.292101,0.00659764,0.00156502,0.00777734,0.00157604,-2.41516e-06,0.00153222,3.02845e-05,0.00157463
0.292334,0.00657647,0.00155021,0.0077737,0.00156165,-2.29071e-06,0.00151746,3.0077e-05,0.00156029
0.292567,0.00655747,0.00153542,0.00777299,0.00154731,-2.16666e-06,0.00150273,2.987e-05,0.00154597
0.292801,0.0065407,0.00152061,0.00777529,0.00153294,-2.04301e-06,0.00148796,2.96635e-05,0.00153164
0.293034,0.00652625,0.00150588,0.00778064,0.00151867,-1.91977e-06,0.00147327,2.94575e-05,0.00151739
0.293268,0.00651418,0.00149113,0.00778908,0.00150437,-1.79693e-06,0.00145856,2.9252e-05,0.00150312
0.293502,0.00650457,0.00147642,0.00780068,0.00149012,-1.6745e-06,0.00144387,2.9047e-05,0.00148889
0.293736,0.00649749,0.00146175,0.00781549,0.0014759,-1.55248e-06,0.00142921,2.88425e-05,0.0014747
0.29397,0.00649302,0.00144713,0.00783355,0.00146173,-1.43088e-06,0.00141458,2.86384e-05,0.00146054
0.294205,0.00649123,0.00143248,0.00785491,0.00144753,-1.30968e-06,0.00139992,2.84349e-05,0.00144636
0.29444,0.00649219,0.00141788,0.00787964,0.00143338,-1.18891e-06,0.00138529,2.82318e-05,0.00143222
0.294674,0.00649598,0.00140339,0.00790778,0.00141933,-1.06855e-06,0.00137075,2.80293e-05,0.00141818
0.29491,0.00650267,0.00138882,0.00793938,0.0014052,-9.48612e-07,0.00135612,2.78273e-05,0.00140406
0.295145,0.00651233,0.00137437,0.00797449,0.00139117,-8.29095e-07,0.00134158,2.76257e-05,0.00139004
0.29538,0.00652504,0.00135996,0.00801318,0.00137719,-7.10003e-07,0.00132708,2.74247e-05,0.00137606
0.295616,0.00654088,0.00134558,0.00805548,0.00136318,-5.91336e-07,0.00131254,2.72242e-05,0.00136207
0.295852,0.00655991,0.00133128,0.00810145,0.00134922,-4.73096e-07,0.00129802,2.70242e-05,0.00134812
0.296088,0.00658222,0.00131704,0.00815114,0.0013353,-3.55286e-07,0.00128354,2.68247e-05,0.00133421
0.296324,0.00660786,0.00130286,0.00820461,0.00132143,-2.37908e-07,0.00126909,2.66258e-05,0.00132036
0.29656,0.00663693,0.00128873,0.0082619,0.0013076,-1.20963e-07,0.00125468,2.64274e-05,0.00130654
0.296797,0.00666948,0.0012746,0.00832307,0.00129375,-4.45328e-09,0.00124024,2.62295e-05,0.00129272
0.297034,0.0067056,0.00126053,0.00838816,0.00127995,1.11619e-07,0.00122584,2.60321e-05,0.00127895
0.29727,0.00674536,0.00124657,0.00845724,0.00126625,2.27252e-07,0.00121155,2.58353e-05,0.00126529
0.297508,0.00678883,0.00123256,0.00853035,0.00125248,3.42444e-07,0.00119717,2.5639e-05,0.00125156
0.297745,0.00683609,0.00121866,0.00860754,0.00123882,4.57192e-07,0.00118289,2.54433e-05,0.00123795
0.297982,0.00688721,0.00120483,0.00868887,0.00122521,5.71496e-07,0.00116866,2.52481e-05,0.00122439
0.29822,0.00694227,0.001191,0.00877439,0.00121159,6.85352e-07,0.00115441,2.50535e-05,0.00121083
0.298458,0.00700133,0.00117723,0.00886414,0.00119803,7.9876e-07,0.0011402,2.48594e-05,0.00119733
0.298696,0.00706447,0.00116354,0.00895819,0.00118452,9.11716e-07,0.00112604,2.46659e-05,0.00118388
0.298934,0.00713177,0.00114991,0.00905658,0.00117108,1.02422e-06,0.00111193,2.4473e-05,0.0011705
0.299173,0.00720327,0.00114197,0.00915932,0.00116317,1.13627e-06,0.00110363,2.42807e-05,0.00116266
0.299412,0.00727869,0.00113518,0.00926605,0.00115637,1.24786e-06,0.00109649,2.40889e-05,0.00115591
0.29965,0.00735762,0.00112845,0.00937621,0.00114962,1.35899e-06,0.00108939,2.38977e-05,0.00114921
0.299889,0.0074396,0.00112174,0.0094892,0.00114289,1.46967e-06,0.00108227,2.37071e-05,0.0011425
0.300129,0.00752421,0.00111504,0.00960447,0.00113616,1.57988e-06,0.00107514,2.35171e-05,0.00113578
0.300368,0.007611,0.00110842,0.00972143,0.00112951,1.68962e-06,0.00106806,2.33277e-05,0.00112911
0.300608,0.00769955,0.00110184,0.00983951,0.00112288,1.7989e-06,0.00106098,2.31388e-05,0.00112241
0.300847,0.0077894,0.00109533,0.00995815,0.00111633,1.90771e-06,0.00105394,2.29506e-05,0.00111577
0.301087,0.00788014,0.00108885,0.0100768,0.00110979,2.01605e-06,0.00104688,2.2763e-05,0.00110911
0.301328,0.00797131,0.0010824,0.0101948,0.00110327,2.12392e-06,0.00103981,2.2576e-05,0.00110245
0.301568,0.00806249,0.00107602,0.0103116,0.00109682,2.23132e-06,0.00103279,2.23896e-05,0.00109584
0.301809,0.00815324,0.00106967,0.0104267,0.00109038,2.33823e-06,0.00102575,2.22039e-05,0.00108921
0.302049,0.00824311,0.00106339,0.0105394,0.00108401,2.44467e-06,0.00101876,2.20187e-05,0.00108264
0.30229,0.00833168,0.00105712,0.0106493,0.00107764,2.55063e-06,0.00101175,2.18342e-05,0.00107606
0.302531,0.00841851,0.00105089,0.0107557,0.00107129,2.65611e-06,0.00100476,2.16503e-05,0.0010695
0.302773,0.00850316,0.00104465,0.010858,0.00106495,2.7611e-06,0.000997761,2.14671e-05,0.00106293
0.303014,0.00858519,0.00103847,0.0109558,0.00105864,2.86561e-06,0.000990805,2.12845e-05,0.00105641
0.303256,0.00866417,0.00103227,0.0110483,0.00105231,2.96963e-06,0.000983837,2.11025e-05,0.00104988
0.303498,0.00873966,0.00102607,0.0111351,0.00104599,3.07316e-06,0.000976886,2.09212e-05,0.00104338
0.30374,0.00881122,0.00101988,0.0112155,0.00103967,3.1762e-06,0.000969952,2.07406e-05,0.0010369
0.303982,0.00887843,0.00101367,0.011289,0.00103334,3.27875e-06,0.000963036,2.05606e-05,0.00103044
0.304225,0.00894083,0.00100743,0.0113551,0.00102697,3.3808e-06,0.000956109,2.03812e-05,0.00102398
0.304467,0.008998,0.00100118,0.011413,0.00102062,3.48235e-06,0.000949228,2.02026e-05,0.00101757
0.30471,0.00904949,0.000994888,0.0114623,0.00101423,3.5834e-06,0.000942338,2.00246e-05,0.00101115
0.304953,0.00909488,0.000988566,0.0115025,0.00100783,3.68395e-06,0.000935466,1.98473e-05,0.00100476
0.305197,0.00913378,0.000982162,0.0115329,0.00100141,3.784e-06,0.000928584,1.96706e-05,0.000998365
0.30544,0.00916629,0.000975674,0.0115543,0.000995023,3.88354e-06,0.000921746,1.94947e-05,0.000992026
0.305684,0.00919269,0.000969155,0.0115677,0.000988645,3.98258e-06,0.000914899,1.93194e-05,0.000985685
0.305928,0.00921325,0.000962646,0.0115741,0.000982315,4.0811e-06,0.000908072,1.91448e-05,0.00097937
0.306172,0.00922828,0.000956161,0.0115745,0.000976044,4.17912e-06,0.000901265,1.89709e-05,0.00097308
0.306416,0.00923805,0.000949713,0.01157,0.000969842,4.27662e-06,0.000894478,1.87977e-05,0.000966815
0.30666,0.00924286,0.000943314,0.0115616,0.000963709,4.37361e-06,0.000887713,1.86253e-05,0.000960577
0.306905,0.00924297,0.000936949,0.0115502,0.000957621,4.47008e-06,0.000880941,1.84535e-05,0.000954339
0.30715,0.00923869,0.000930651,0.0115371,0.000951597,4.56603e-06,0.00087419,1.82824e-05,0.000948129
0.307395,0.0092303,0.000924425,0.0115231,0.000945626,4.66146e-06,0.000867462,1.81121e-05,0.000941945
0.30764,0.00921808,0.000918272,0.0115094,0.000939695,4.75637e-06,0.000860756,1.79425e-05,0.00093579
0.307885,0.00920233,0.000912191,0.0114969,0.000933787,4.85075e-06,0.000854072,1.77736e-05,0.000929663
0.308131,0.00918331,0.000906154,0.0114867,0.000927859,4.94461e-06,0.000847384,1.76054e-05,0.000923539
0.308377,0.00916133,0.000900179,0.0114798,0.000921918,5.03793e-06,0.00084072,1.7438e-05,0.000917445
0.308623,0.00913666,0.000894257,0.0114773,0.000915949,5.13073e-06,0.00083408,1.72713e-05,0.00091138
0.308869,0.0091096,0.000888375,0.0114801,0.000909941,5.223e-06,0.000827464,1.71054e-05,0.000905345
0.309115,0.00908042,0.00088252,0.0114893,0.000903888,5.31473e-06,0.000820873,1.69402e-05,0.000899341
0.309362,0.00904942,0.000876652,0.011506,0.000897775,5.40592e-06,0.000814281,1.67757e-05,0.000893343
0.309609,0.00901688,0.00087078,0.0115312,0.000891644,5.49658e-06,0.000807714,1.6612e-05,0.000887377
0.309856,0.00898308,0.00086489,0.0115658,0.000885536,5.58669e-06,0.000801174,1.64491e-05,0.000881444
0.310103,0.00894831,0.000858958,0.011611,0.000879511,5.67626e-06,0.000794663,1.62869e-05,0.000875542
0.31035,0.00891296,0.000852942,0.0116678,0.000873659,5.76529e-06,0.000788193,1.61255e-05,0.000869674
0.310598,0.00887749,0.000846869,0.011737,0.000868077,5.85378e-06,0.000781725,1.59649e-05,0.000863816
0.310846,0.00884239,0.000840772,0.0118171,0.000862926,5.94171e-06,0.000775286,1.5805e-05,0.000857992
0.311093,0.00880815,0.000834687,0.0119043,0.000858329,6.0291e-06,0.000768901,1.5646e-05,0.000852227
0.311342,0.00877525,0.000828554,0.0119946,0.000854243,6.11593e-06,0.000762493,1.54877e-05,0.00084645
0.31159,0.00874419,0.000822457,0.012084,0.000850679,6.20221e-06,0.000756142,1.53302e-05,0.000840732
0.311839,0.00871544,0.000816362,0.0121686,0.000847453,6.28793e-06,0.000749795,1.51735e-05,0.000835029
0.312087,0.0086895,0.000810326,0.0122444,0.00084439,6.3731e-06,0.000743506,1.50176e-05,0.000829385
0.312336,0.00866685,0.000804313,0.0123074,0.000841173,6.45771e-06,0.000737222,1.48624e-05,0.000823756
0.312585,0.00864797,0.000798356,0.0123538,0.000837519,6.54175e-06,0.000730971,1.47081e-05,0.000818167
0.312835,0.00863335,0.000792437,0.0123796,0.000833106,6.62523e-06,0.000724729,1.45547e-05,0.000812594
0.313084,0.00862349,0.000786606,0.0123824,0.000827797,6.70815e-06,0.000718545,1.4402e-05,0.000807083
0.313334,0.00861885,0.00078082,0.0123644,0.000821632,6.7905e-06,0.000712371,1.42501e-05,0.000801591
0.313584,0.00861994,0.000775101,0.0123283,0.000814794,6.87227e-06,0.000706233,1.40991e-05,0.00079614
0.313834,0.00862723,0.000769449,0.0122768,0.000807466,6.95348e-06,0.000700131,1.39489e-05,0.000790732
0.314084,0.00864122,0.000763858,0.0122127,0.000799828,7.03412e-06,0.000694066,1.37995e-05,0.000785366
0.314335,0.00866239,0.000758304,0.0121387,0.000792023,7.11418e-06,0.000688014,1.3651e-05,0.000780023
0.314586,0.00869122,0.000752803,0.0120577,0.000784215,7.19366e-06,0.000682002,1.35033e-05,0.000774725
0.314837,0.0087282,0.000747352,0.0119722,0.000776539,7.27256e-06,0.000676029,1.33564e-05,0.000769471
0.315088,0.00877381,0.000741947,0.0118852,0.000769137,7.35088e-06,0.000670095,1.32104e-05,0.000764264
