wavelength_um,radiance_w_m2_sr_um
0.287604,0.139017
0.287687,0.100952
0.28777,0.126746
0.287853,0.193364
0.287936,0.169105
0.288018,0.095316
0.288101,0.108267
0.288184,0.0339939
0.288268,0.0272774
0.288351,0.0929545
0.288434,0.201745
0.288517,0.19937
0.2886,0.196254
0.288684,0.14104
0.288767,0.265319
0.28885,0.18744
0.288934,0.230718
0.289017,0.130718
0.289101,0.162552
0.289184,0.210624
0.289268,0.196269
0.289352,0.127537
0.289436,0.173505
0.289519,0.143591
0.289603,0.201347
0.289687,0.247311
0.289771,0.295306
0.289855,0.225743
0.289939,0.180599
0.290023,0.219168
0.290107,0.272794
0.290192,0.308546
0.290276,0.188998
0.29036,0.336346
0.290444,0.269791
0.290529,0.243333
0.290613,0.285948
0.290698,0.31591
0.290782,0.417164
0.290867,0.225617
0.290951,0.213496
0.291036,0.312118
0.291121,0.212929
0.291206,0.208654
0.29129,0.0913458
0.291375,0.367894
0.29146,0.249726
0.291545,0.326476
0.29163,0.336256
0.291715,0.331877
0.2918,0.281065
0.291886,0.346901
0.291971,0.34881
0.292056,0.327234
0.292141,0.345439
0.292227,0.389583
0.292312,0.261614
0.292398,0.267286
0.292483,0.213381
0.292569,0.309323
0.292654,0.238819
0.29274,0.107065
0.292826,0.231145
0.292912,0.239017
0.292997,0.113037
0.293083,0.369183
0.293169,0.306452
0.293255,0.259574
0.293341,0.236667
0.293427,0.293439
0.293513,0.364736
0.2936,0.471899
0.293686,0.341838
0.293772,0.0626335
0.293858,0.352913
0.293945,0.28478
0.294031,0.2042
0.294118,0.338038
0.294204,0.206202
0.294291,0.227164
0.294377,0.398693
0.294464,0.286671
0.294551,0.15189
0.294638,0.429679
0.294724,0.52803
0.294811,0.165313
0.294898,0.0860013
0.294985,0.144387
0.295072,0.316168
0.295159,0.421791
0.295247,0.449521
0.295334,0.487503
0.295421,0.305935
0.295508,0.222925
0.295596,0.472299
0.295683,0.395501
0.29577,0.285699
0.295858,0.326372
0.295946,0.535499
0.296033,0.424074
0.296121,0.460567
0.296209,0.431995
0.296296,0.510049
0.296384,0.658284
0.296472,0.382283
0.29656,0.151431
0.296648,0.288421
0.296736,0.140598
0.296824,0.195064
0.296912,0.285503
0.297,0.351143
0.297089,0.150654
0.297177,0.348416
0.297265,0.376025
0.297354,0.295343
0.297442,0.202042
0.29753,0.530724
0.297619,0.515878
0.297708,0.396605
0.297796,0.730718
0.297885,0.65134
0.297974,0.516543
0.298063,0.409066
0.298151,0.427542
0.29824,0.185672
0.298329,0.418852
0.298418,0.243775
0.298507,0.28724
0.298597,0.273329
0.298686,0.316086
0.298775,0.5481
0.298864,0.283341
0.298954,0.501738
0.299043,0.621894
0.299133,0.673936
0.299222,0.715071
0.299312,0.657559
0.299401,0.745808
0.299491,0.349296
0.299581,0.354301
0.29967,0.79008
0.29976,0.800524
0.29985,1.03968
0.29994,0.892112
0.30003,0.292475
0.30012,0.493927
0.30021,0.290426
0.3003,0.592303
0.300391,0.395636
0.300481,0.536457
0.300571,1.05627
0.300661,0.994388
0.300752,0.74139
0.300842,0.705742
0.300933,0.531324
0.301023,0.657131
0.301114,1.39826
0.301205,1.47127
0.301296,0.73127
0.301386,1.50131
0.301477,1.44551
0.301568,1.17106
0.301659,1.80179
0.30175,1.75194
0.301841,0.674254
0.301932,1.36963
0.302024,0.860848
0.302115,0.511058
0.302206,0.338021
0.302297,1.5668
0.302389,2.34572
0.30248,1.58174
0.302572,2.3893
0.302663,0.806887
0.302755,1.72419
0.302847,4.15663
0.302939,4.05822
0.30303,2.88454
0.303122,3.20429
0.303214,1.82099
0.303306,5.27977
0.303398,4.33708
0.30349,4.53856
0.303582,5.06987
0.303674,4.81933
0.303767,4.0073
0.303859,1.11296
0.303951,4.30799
0.304044,4.1655
0.304136,3.06339
0.304229,4.52487
0.304321,3.54211
0.304414,6.26215
0.304507,5.16779
0.304599,5.13759
0.304692,7.66071
0.304785,4.01953
0.304878,2.62935
0.304971,6.37208
0.305064,9.91704
0.305157,4.03604
0.30525,12.5223
0.305344,11.9355
0.305437,7.52651
0.30553,6.09297
0.305623,7.70381
0.305717,9.52849
0.30581,4.51786
0.305904,5.11471
0.305998,2.71567
0.306091,8.86043
0.306185,9.43048
0.306279,9.82724
0.306373,11.6519
0.306466,7.43598
0.30656,7.04443
0.306654,14.304
0.306748,7.55675
0.306843,5.91467
0.306937,10.6485
0.307031,13.9199
0.307125,13.1364
0.30722,15.7061
0.307314,8.60783
0.307409,14.7407
0.307503,13.2839
0.307598,14.1223
0.307692,12.9465
0.307787,19.2425
0.307882,15.1164
0.307977,14.4197
0.308071,19.7939
0.308166,16.987
0.308261,10.9013
0.308356,17.8138
0.308452,10.8364
0.308547,30.1814
0.308642,22.0303
0.308737,18.1885
0.308833,18.0661
0.308928,17.9135
0.309023,21.245
0.309119,19.1346
0.309215,9.55345
0.30931,21.3352
0.309406,7.05657
0.309502,18.628
0.309598,28.7489
0.309693,24.2801
0.309789,8.0908
0.309885,36.3557
0.309981,23.7698
0.310078,6.65068
0.310174,9.92831
0.31027,7.11632
0.310366,42.229
0.310463,28.5682
0.310559,36.5351
0.310655,26.3246
0.310752,40.0635
0.310849,32.3875
0.310945,41.291
0.311042,50.356
0.311139,34.0615
0.311236,47.4421
0.311333,53.0827
0.311429,35.9054
0.311526,33.1936
0.311624,39.0066
0.311721,51.5387
0.311818,41.3759
0.311915,33.2425
0.312012,32.3117
0.31211,27.2039
0.312207,53.5469
0.312305,28.9006
0.312402,38.7089
0.3125,63.4348
0.312598,31.8429
0.312695,48.3777
0.312793,72.1732
0.312891,55.2467
0.312989,45.6186
0.313087,64.9008
0.313185,38.7746
0.313283,48.3879
0.313381,58.6185
0.31348,40.5803
0.313578,44.583
0.313676,54.9806
0.313775,33.0508
0.313873,70.6502
0.313972,61.9731
0.31407,50.1074
0.314169,67.2599
0.314268,77.5706
0.314367,49.3451
0.314465,12.3351
0.314564,29.0822
0.314663,46.1606
0.314762,66.4848
0.314861,38.5756
0.314961,91.2599
0.31506,71.4135
0.315159,88.7176
0.315259,67.3794
0.315358,90.7455
0.315457,117.894
0.315557,57.7749
0.315657,54.4877
0.315756,46.9569
0.315856,32.2388
0.315956,27.6525
0.316056,44.5855
0.316156,44.4153
0.316256,32.5633
0.316356,43.9195
0.316456,97.048
0.316556,52.019
0.316656,72.0856
0.316756,49.7974
0.316857,66.545
0.316957,56.4383
0.317058,73.0093
0.317158,100.607
0.317259,89.9961
0.31736,137.822
0.31746,81.3288
0.317561,85.1673
0.317662,111.239
0.317763,128.529
0.317864,72.6978
0.317965,93.5572
0.318066,52.3614
0.318167,65.0397
0.318269,32.2583
0.31837,67.3297
0.318471,85.5587
0.318573,64.1244
0.318674,112.965
0.318776,59.3329
0.318878,111.602
0.318979,159.306
0.319081,150.954
0.319183,58.2542
0.319285,59.606
0.319387,35.4482
0.319489,62.1016
0.319591,81.6471
0.319693,78.0941
0.319795,62.007
0.319898,129.937
0.32,118.281
0.320102,63.7004
0.320205,122.148
0.320307,78.2412
0.32041,87.245
0.320513,140.263
0.320616,101.037
0.320718,154.277
0.320821,142.607
0.320924,113.115
0.321027,83.7165
0.32113,58.3168
0.321234,100.687
0.321337,155.137
0.32144,49.4117
0.321543,78.1718
0.321647,184.686
0.32175,115.163
0.321854,118.882
0.321958,137.55
0.322061,65.3845
0.322165,145.572
0.322269,64.0938
0.322373,91.3522
0.322477,122.193
0.322581,85.2955
0.322685,42.7724
0.322789,54.9799
0.322893,47.9935
0.322997,71.5977
0.323102,63.7666
0.323206,110.94
0.323311,185.459
0.323415,97.8322
0.32352,61.0089
0.323625,139.154
0.323729,71.6694
0.323834,147.585
0.323939,141.4
0.324044,82.8507
0.324149,143.291
0.324254,115.331
0.324359,204.089
0.324465,108.076
0.32457,191.085
0.324675,137.012
0.324781,137.283
0.324886,129.947
0.324992,118.841
0.325098,142.04
0.325203,129.968
0.325309,161.671
0.325415,113.584
0.325521,64.5598
0.325627,197.524
0.325733,187.452
0.325839,142.487
0.325945,168.128
0.326052,185.9
0.326158,151.308
0.326264,171.163
0.326371,208.979
0.326477,177.826
0.326584,158.245
0.326691,207.221
0.326797,145.726
0.326904,191.763
0.327011,156.551
0.327118,169.27
0.327225,119.718
0.327332,229.322
0.327439,191.463
0.327547,167.97
0.327654,163.464
0.327761,164.492
0.327869,169.501
0.327976,112.459
0.328084,122
0.328192,154.276
0.328299,158.73
0.328407,138.524
0.328515,135.385
0.328623,160.205
0.328731,136.993
0.328839,195.126
0.328947,135.334
0.329056,257.957
0.329164,151.88
0.329272,203.578
0.329381,229.667
0.329489,275.729
0.329598,220.215
0.329707,151.665
0.329815,182.04
0.329924,211.576
0.330033,172.16
0.330142,296.962
0.330251,227.835
0.33036,136.671
0.330469,157.138
0.330579,179.727
0.330688,93.3295
0.330797,142.899
0.330907,167.325
0.331016,203.501
0.331126,135.31
0.331236,169.782
0.331345,195.82
0.331455,155.804
0.331565,135.607
0.331675,193.576
0.331785,173.708
0.331895,190.106
0.332005,180.554
0.332116,182.972
0.332226,252.26
0.332336,142.547
0.332447,167.299
0.332557,272.365
0.332668,236.509
0.332779,127.82
0.332889,189.125
0.333,155.876
0.333111,177.545
0.333222,257.319
0.333333,173.754
0.333444,209.533
0.333556,199.561
0.333667,146.739
0.333778,105.863
0.33389,173.866
0.334001,166.857
0.334113,185.091
0.334225,250.327
0.334336,172.221
0.334448,170.246
0.33456,215.402
0.334672,178.733
0.334784,192.799
0.334896,177.12
0.335008,77.9181
0.335121,152.37
0.335233,246.527
0.335345,257.602
0.335458,212.553
0.33557,260.782
0.335683,257.27
0.335796,275.411
0.335909,148.979
0.336022,82.8993
0.336134,65.1433
0.336247,60.3118
0.336361,185.578
0.336474,188.951
0.336587,263.499
0.3367,153.387
0.336814,184.444
0.336927,168.358
0.337041,75.5886
0.337154,121.005
0.337268,116.8
0.337382,107.717
0.337496,157.765
0.33761,204.641
0.337724,242.15
0.337838,192.081
0.337952,188.545
0.338066,200.457
0.338181,71.6698
0.338295,240.215
0.338409,235.145
0.338524,207.856
0.338639,200.748
0.338753,228.367
0.338868,169.561
0.338983,180.69
0.339098,243.514
0.339213,136.974
0.339328,126.642
0.339443,156.385
0.339559,163.695
0.339674,202.126
0.339789,245.581
0.339905,279.196
0.34002,181.985
0.340136,292.793
0.340252,196.88
0.340368,145.214
0.340483,229.52
0.340599,155.36
0.340716,197.3
0.340832,116.058
0.340948,231.958
0.341064,151.937
0.34118,229.382
0.341297,231.835
0.341413,110.773
0.34153,167.511
0.341647,169.787
0.341763,196.58
0.34188,213.069
0.341997,254.099
0.342114,248.167
0.342231,186.907
0.342349,157.522
0.342466,135.698
0.342583,181.173
0.3427,181.5
0.342818,163.311
0.342936,146.644
0.343053,281.87
0.343171,224.029
0.343289,166.3
0.343407,150.456
0.343525,227.11
0.343643,193.742
0.343761,233.686
0.343879,202.186
0.343997,180.861
0.344116,121.335
0.344234,109.969
0.344353,138.381
0.344471,78.5384
0.34459,203.483
0.344709,122.189
0.344828,154.651
0.344947,281.642
0.345066,252.12
0.345185,232.165
0.345304,130.13
0.345423,117.812
0.345543,211.031
0.345662,266.199
0.345781,219.822
0.345901,199.829
0.346021,198.028
0.346141,164.564
0.34626,100.145
0.34638,188.316
0.3465,222.376
0.34662,204.793
0.346741,157.325
0.346861,157.324
0.346981,179.541
0.347102,208.699
0.347222,169.828
0.347343,168.707
0.347464,191.351
0.347584,161.363
0.347705,143.723
0.347826,148.88
0.347947,177.959
0.348068,200.072
0.348189,211.216
0.348311,295.029
0.348432,163.98
0.348554,209.113
0.348675,222.325
0.348797,294.454
0.348918,179.918
0.34904,192.048
0.349162,74.1112
0.349284,254.649
0.349406,89.0776
0.349528,223.377
0.34965,158.234
0.349773,130.038
0.349895,133.721
0.350018,256.546
0.35014,175.027
0.350263,280.338
0.350385,242.234
0.350508,265.408
0.350631,228.571
0.350754,158.02
0.350877,230.354
0.351,273.642
0.351124,124.895
0.351247,222.372
0.35137,167.105
0.351494,130.484
0.351617,110.883
0.351741,202.681
0.351865,281.943
0.351989,235.56
0.352113,185.581
0.352237,143.056
0.352361,244.317
0.352485,127.393
0.352609,215.147
0.352734,51.3796
0.352858,204.371
0.352983,273.843
0.353107,217.42
0.353232,262.036
0.353357,248.829
0.353482,269.021
0.353607,179.498
0.353732,179.914
0.353857,179.276
0.353982,258.78
0.354108,237.583
0.354233,227.373
0.354359,199.554
0.354484,275.356
0.35461,238.667
0.354736,266.256
0.354862,181.304
0.354988,230.582
0.355114,250.496
0.35524,246.729
0.355366,209.122
0.355492,185.092
0.355619,179.908
0.355745,196.01
0.355872,323.282
0.355999,206.904
0.356125,199.235
0.356252,209.683
0.356379,279.412
0.356506,244.349
0.356633,69.2034
0.356761,128.883
0.356888,217.062
0.357015,139.134
0.357143,85.9421
0.35727,150.138
0.357398,233.338
0.357526,211.743
0.357654,194.33
0.357782,191.371
0.35791,197.636
0.358038,201.652
0.358166,98.7348
0.358295,93.3671
0.358423,187.76
0.358551,104.131
0.35868,66.7618
0.358809,64.014
0.358938,193.339
0.359066,142.21
0.359195,247.734
0.359324,300.246
0.359454,153.653
0.359583,211.88
0.359712,171.138
0.359842,244.961
0.359971,264.031
0.360101,314.808
0.360231,272.352
0.36036,137.949
0.36049,195.286
0.36062,107.746
0.36075,166.404
0.360881,262.027
0.361011,75.9303
0.361141,99.737
0.361272,206.272
0.361402,163.523
0.361533,274.433
0.361664,242.369
0.361795,310.768
0.361925,78.777
0.362056,79.7422
0.362188,195.297
0.362319,205.782
0.36245,210.984
0.362582,174.38
0.362713,345.627
0.362845,241.272
0.362976,281.066
0.363108,169.855
0.36324,53.6048
0.363372,182.552
0.363504,251.068
0.363636,186.189
0.363769,138.24
0.363901,197.88
0.364033,281.534
0.364166,271.979
0.364299,245.205
0.364431,177.426
0.364564,159.164
0.364697,177.761
0.36483,179.998
0.364964,218.681
0.365097,188.146
0.36523,207.095
0.365364,290.433
0.365497,258.077
0.365631,272.348
0.365764,304.828
0.365898,235.073
0.366032,299.516
0.366166,279.927
0.3663,227.045
0.366435,213.645
0.366569,203.166
0.366703,296.836
0.366838,231.998
0.366972,202.289
0.367107,201.658
0.367242,272.091
0.367377,292.874
0.367512,211.816
0.367647,279.697
0.367782,245.55
0.367918,205.876
0.368053,200.719
0.368189,256.051
0.368324,181.782
0.36846,241.944
0.368596,220.657
0.368732,229.335
0.368868,126.72
0.369004,222.849
0.36914,236.907
0.369276,304.492
0.369413,234.198
0.369549,262.026
0.369686,256.44
0.369822,267.627
0.369959,239.541
0.370096,285.425
0.370233,257.374
0.37037,282.713
0.370508,166.679
0.370645,120.376
0.370782,235.73
0.37092,170.539
0.371058,128.505
0.371195,234.755
0.371333,272.692
0.371471,328.826
0.371609,320.254
0.371747,268.315
0.371885,287.587
0.372024,138.38
0.372162,119.267
0.372301,117.353
0.372439,238.077
0.372578,215.013
0.372717,293.9
0.372856,108.911
0.372995,265.66
0.373134,237.702
0.373274,241.866
0.373413,130.79
0.373552,71.659
0.373692,126.764
0.373832,66.3699
0.373972,202.453
0.374111,248.143
0.374251,262.722
0.374392,192.432
0.374532,182.585
0.374672,62.5057
0.374813,166.929
0.374953,69.3898
0.375094,81.2394
0.375235,200.077
0.375375,228.612
0.375516,267.146
0.375657,320.057
0.375799,245.241
0.37594,86.4851
0.376081,190.212
0.376223,220.059
0.376364,231.493
0.376506,111.846
0.376648,234.845
0.37679,143.664
0.376932,219.838
0.377074,215.656
0.377216,193.033
0.377358,283.505
0.377501,296.512
0.377644,266.403
0.377786,291.244
0.377929,251.312
0.378072,301.683
0.378215,330.158
0.378358,301.108
0.378501,305.368
0.378644,292.701
0.378788,213.765
0.378931,196.923
0.379075,183.886
0.379219,225.267
0.379363,233.212
0.379507,185.627
0.379651,191.98
0.379795,204.75
0.379939,118.258
0.380084,156.579
0.380228,253.145
0.380373,278.968
0.380518,314.392
0.380662,256.605
0.380807,161.619
0.380952,250.46
0.381098,288.766
0.381243,219.242
0.381388,189.121
0.381534,192.432
0.381679,99.472
0.381825,253.617
0.381971,252.3
0.382117,75.4452
0.382263,142.323
0.382409,226.591
0.382555,100.718
0.382702,69.7457
0.382848,134.711
0.382995,152.415
0.383142,204.792
0.383289,105.078
0.383436,110.078
0.383583,112.719
0.38373,151.017
0.383877,116.638
0.384025,116.155
0.384172,74.8976
0.38432,208.264
0.384468,181.612
