wavelength_um,loss_10,loss_10_sd,loss_12,loss_12_sd,loss_13,loss_13_sd
0.504651,2.48867,0.0449834,2.1022,0.0396707,1.84685,0.0369495
0.50769,2.45436,0.0443668,2.07145,0.0390685,1.81819,0.0363631
0.510747,2.4209,0.0437589,2.04152,0.0384744,1.79034,0.0357844
0.513822,2.38827,0.0431592,2.01239,0.0378879,1.76327,0.0352131
0.516916,2.35644,0.0425672,1.98404,0.0373088,1.73698,0.0346487
0.520029,2.3254,0.0419828,1.95645,0.0367366,1.71142,0.0340909
0.52316,2.29513,0.0414056,1.92959,0.0361711,1.68659,0.0335394
0.526311,2.2656,0.0408355,1.90346,0.0356123,1.66247,0.0329943
0.52948,2.2368,0.0402723,1.87802,0.03506,1.63903,0.0324553
0.532668,2.20871,0.0397162,1.85326,0.0345142,1.61625,0.0319224
0.535875,2.1813,0.0391669,1.82916,0.0339748,1.59412,0.0313956
0.539102,2.15455,0.0386246,1.80569,0.033442,1.57262,0.0308749
0.542348,2.12846,0.0380893,1.78286,0.0329157,1.55173,0.0303605
0.545614,2.103,0.037561,1.76062,0.0323962,1.53143,0.0298523
0.5489,2.07815,0.03704,1.73897,0.0318834,1.5117,0.0293507
0.552205,2.0539,0.0365263,1.71789,0.0313777,1.49252,0.0288556
0.55553,2.03023,0.0360199,1.69736,0.030879,1.47389,0.0283673
0.558875,2.00712,0.0355211,1.67737,0.0303875,1.45578,0.0278857
0.56224,1.98456,0.03503,1.6579,0.0299033,1.43817,0.0274112
0.565626,1.96253,0.0345467,1.63893,0.0294267,1.42106,0.0269438
0.569032,1.94101,0.0340713,1.62045,0.0289578,1.40442,0.0264837
0.572458,1.91999,0.033604,1.60244,0.0284967,1.38824,0.0260311
0.575905,1.89946,0.033145,1.58489,0.0280437,1.37251,0.0255862
0.579373,1.87939,0.0326943,1.56779,0.0275988,1.3572,0.0251492
0.582862,1.85978,0.0322521,1.55111,0.0271622,1.34232,0.02472
0.586372,1.84062,0.0318185,1.53485,0.0267341,1.32784,0.024299
0.589903,1.82188,0.0313937,1.51899,0.0263145,1.31374,0.0238863
0.593455,1.80356,0.0309777,1.50353,0.0259037,1.30003,0.0234819
0.597028,1.78565,0.0305705,1.48844,0.0255016,1.28667,0.023086
0.600623,1.76812,0.0301726,1.47371,0.0251087,1.27367,0.0226989
0.60424,1.75097,0.0297844,1.45934,0.0247256,1.26101,0.0223214
0.607878,1.73419,0.0294052,1.44531,0.0243514,1.24868,0.0219527
0.611539,1.71776,0.0290352,1.43161,0.0239864,1.23666,0.0215927
0.615221,1.70168,0.0286742,1.41822,0.0236304,1.22495,0.0212416
0.618926,1.68593,0.0283224,1.40515,0.0232836,1.21354,0.0208993
0.622653,1.6705,0.0279798,1.39237,0.022946,1.20241,0.020566
0.626402,1.65539,0.0276463,1.37988,0.0226175,1.19155,0.0202415
0.630174,1.64058,0.0273219,1.36767,0.0222983,1.18096,0.019926
0.633968,1.62606,0.0270066,1.35572,0.0219881,1.17062,0.0196195
0.637786,1.61182,0.0267003,1.34404,0.0216871,1.16053,0.0193219
0.641626,1.59786,0.026403,1.3326,0.0213952,1.15068,0.0190331
0.64549,1.58417,0.0261146,1.3214,0.0211124,1.14105,0.0187532
0.649377,1.57073,0.0258351,1.31044,0.0208385,1.13165,0.0184821
0.653287,1.55754,0.0255643,1.2997,0.0205735,1.12245,0.0182198
0.657221,1.5446,0.0253022,1.28918,0.0203174,1.11346,0.0179661
0.661178,1.53188,0.0250486,1.27887,0.02007,1.10467,0.017721
0.665159,1.5194,0.0248035,1.26876,0.0198312,1.09606,0.0174844
0.669165,1.50713,0.0245667,1.25885,0.019601,1.08764,0.0172563
0.673194,1.49507,0.024338,1.24912,0.0193792,1.07939,0.0170364
0.677248,1.48322,0.0241175,1.23957,0.0191657,1.07131,0.0168247
0.681326,1.47157,0.0239049,1.2302,0.0189603,1.0634,0.0166211
0.685428,1.46011,0.0237,1.221,0.018763,1.05564,0.0164255
0.689556,1.44883,0.0235028,1.21196,0.0185736,1.04803,0.0162377
0.693708,1.43774,0.023313,1.20308,0.0183919,1.04056,0.0160576
0.697885,1.42682,0.0231305,1.19435,0.0182179,1.03324,0.015885
0.702087,1.41607,0.0229552,1.18577,0.0180512,1.02604,0.0157198
0.706315,1.40549,0.0227868,1.17732,0.0178918,1.01898,0.0155619
0.710568,1.39507,0.0226252,1.16902,0.0177396,1.01204,0.015411
0.714847,1.3848,0.0224702,1.16084,0.0175942,1.00522,0.0152671
0.719151,1.37468,0.0223216,1.1528,0.0174556,0.998515,0.01513
0.723482,1.36471,0.0221793,1.14488,0.0173236,0.99192,0.0149994
0.727838,1.35488,0.022043,1.13707,0.017198,0.985432,0.0148753
0.732221,1.34518,0.0219125,1.12938,0.0170786,0.979046,0.0147573
0.73663,1.33562,0.0217878,1.1218,0.0169652,0.972759,0.0146455
0.741066,1.32619,0.0216684,1.11433,0.0168576,0.966567,0.0145396
0.745528,1.31689,0.0215544,1.10697,0.0167557,0.960467,0.0144393
0.750017,1.30771,0.0214455,1.0997,0.0166592,0.954455,0.0143446
0.754533,1.29865,0.0213414,1.09253,0.016568,0.948528,0.0142552
0.759077,1.2897,0.021242,1.08546,0.0164819,0.942683,0.014171
0.763648,1.28087,0.0211471,1.07848,0.0164007,0.936918,0.0140917
0.768246,1.27215,0.0210566,1.07158,0.0163241,0.931229,0.0140173
0.772872,1.26353,0.0209701,1.06478,0.0162521,0.925614,0.0139475
0.777526,1.25502,0.0208876,1.05805,0.0161844,0.920071,0.0138821
0.782208,1.24662,0.0208088,1.05141,0.0161208,0.914597,0.0138209
0.786918,1.23831,0.0207336,1.04484,0.0160611,0.909189,0.0137638
0.791656,1.2301,0.0206617,1.03836,0.0160052,0.903846,0.0137107
0.796423,1.22199,0.020593,1.03194,0.0159529,0.898565,0.0136612
0.801219,1.21397,0.0205273,1.0256,0.0159039,0.893346,0.0136153
0.806044,1.20604,0.0204645,1.01933,0.0158582,0.888185,0.0135727
0.810897,1.1982,0.0204042,1.01313,0.0158155,0.88308,0.0135333
0.81578,1.19045,0.0203465,1.007,0.0157757,0.878032,0.013497
0.820692,1.18278,0.020291,1.00093,0.0157386,0.873037,0.0134635
0.825634,1.1752,0.0202377,0.994928,0.015704,0.868094,0.0134327
0.830606,1.1677,0.0201864,0.988987,0.0156718,0.863202,0.0134045
0.835607,1.16028,0.0201369,0.983107,0.0156418,0.85836,0.0133787
0.840639,1.15294,0.020089,0.977286,0.0156138,0.853566,0.0133551
0.845701,1.14568,0.0200428,0.971525,0.0155878,0.848819,0.0133336
0.850793,1.1385,0.0199979,0.96582,0.0155635,0.844118,0.013314
0.855916,1.13139,0.0199542,0.960172,0.0155409,0.839462,0.0132963
0.86107,1.12436,0.0199118,0.95458,0.0155198,0.83485,0.0132803
0.866255,1.1174,0.0198703,0.949042,0.0155001,0.830281,0.0132659
0.871471,1.11051,0.0198297,0.943557,0.0154816,0.825753,0.0132529
0.876719,1.1037,0.0197899,0.938124,0.0154642,0.821268,0.0132413
0.881998,1.09695,0.0197508,0.932744,0.015448,0.816822,0.0132309
0.887309,1.09028,0.0197123,0.927414,0.0154326,0.812416,0.0132217
0.892652,1.08367,0.0196743,0.922134,0.0154181,0.80805,0.0132135
0.898027,1.07713,0.0196367,0.916904,0.0154043,0.803722,0.0132062
0.903435,1.07066,0.0195995,0.911723,0.0153912,0.799431,0.0131999
0.908875,1.06426,0.0195625,0.90659,0.0153787,0.795178,0.0131944
0.914348,1.05792,0.0195258,0.901504,0.0153668,0.790961,0.0131896
0.919853,1.05164,0.0194891,0.896466,0.0153553,0.786781,0.0131854
0.925392,1.04543,0.0194526,0.891474,0.0153441,0.782637,0.0131818
0.930965,1.03928,0.019416,0.886528,0.0153332,0.778528,0.0131788
0.93657,1.0332,0.0193794,0.881627,0.0153226,0.774453,0.0131762
0.94221,1.02718,0.0193427,0.876772,0.0153122,0.770414,0.0131739
0.947883,1.02122,0.0193059,0.871962,0.015302,0.766408,0.0131721
0.953591,1.01532,0.0192689,0.867196,0.0152918,0.762437,0.0131705
0.959333,1.00949,0.0192317,0.862475,0.0152817,0.758499,0.0131692
