wavelength_um,radiance_w_m2_sr_um
0.2633,0.00733164
0.26337,0.0122466
0.26344,0.0435414
0.2635,0.0756622
0.26357,0.0475751
0.26364,0.0206802
0.26371,0.0624866
0.26378,0.088435
0.26385,0.0465922
0.26392,0.0873061
0.26399,0.101517
0.26406,0.0780838
0.26413,0.0726729
0.2642,0.0638137
0.26427,0.0256692
0.26434,0.0413735
0.26441,0.0380089
0.26448,0.0325277
0.26455,0.0749171
0.26462,0.0414088
0.26469,0.0527713
0.26476,0.0582871
0.26483,0.0486462
0.2649,0.0804381
0.26497,0.0557549
0.26504,0.0787729
0.26511,0.0835006
0.26518,0.0475281
0.26525,0.0551526
0.26532,0.0745511
0.26539,0.139587
0.26546,0.10531
0.26553,0.0898574
0.2656,0.124832
0.26567,0.0813199
0.26575,0.0597156
0.26582,0.0654243
0.26589,0.0529665
0.26596,0.0797515
0.26603,0.051933
0.2661,0.0563684
0.26617,0.0578377
0.26624,0.0270584
0.26631,0.0543915
0.26638,0.0791253
0.26645,0.0481438
0.26652,0.016108
0.2666,0.0489887
0.26667,0.0679891
0.26674,0.0227364
0.26681,0.0810521
0.26688,0.0442682
0.26695,0.058787
0.26702,0.0402639
0.26709,0.0539818
0.26717,0.0629898
0.26724,0.08693
0.26731,0.0273194
0.26738,0.0484417
0.26745,0.0782265
0.26752,0.0672922
0.26759,0.0602212
0.26767,0.0596492
0.26774,0.0664563
0.26781,0.0522879
0.26788,0.0550894
0.26795,0.0260957
0.26802,0.0424252
0.2681,0.0560842
0.26817,0.0694527
0.26824,0.0935754
0.26831,0.0883717
0.26838,0.0516106
0.26846,0.0618892
0.26853,0.0852633
0.2686,0.0446997
0.26867,0.0611566
0.26874,0.0898088
0.26882,0.0810844
0.26889,0.0633414
0.26896,0.0651498
0.26903,0.0484849
0.26911,0.0651641
0.26918,0.052182
0.26925,0.068767
0.26932,0.0499371
0.2694,0.0388446
0.26947,0.0311827
0.26954,0.0595691
0.26961,0.0396302
0.26969,0.0401223
0.26976,0.0652614
0.26983,0.0365165
0.26991,0.0628787
0.26998,0.0351863
0.27005,0.119587
0.27012,0.0742139
0.2702,0.0544707
0.27027,0.0513472
0.27034,0.0598355
0.27042,0.0671435
0.27049,0.030024
0.27056,0.07069
0.27064,0.0382055
0.27071,0.0455762
0.27078,0.0757755
0.27086,0.06493
0.27093,0.045855
0.271,0.0717624
0.27108,0.0234975
0.27115,0.046643
0.27122,0.0366978
0.2713,0.063346
0.27137,0.106284
0.27144,0.0482847
0.27152,0.00815877
0.27159,0.0430294
0.27167,0.0632779
0.27174,0.027151
0.27181,0.0214467
0.27189,0.0346612
0.27196,0.00757373
0.27203,0.0150026
0.27211,0.0201381
0.27218,0.00932359
0.27226,0.0379397
0.27233,0.0329488
0.27241,0.0436656
0.27248,0.0425535
0.27255,0.0297549
0.27263,0.0347545
0.2727,0.0376641
0.27278,0.0429747
0.27285,0.0152014
0.27293,0.0233895
0.273,0.0843121
0.27307,0.0663401
0.27315,0.0189811
0.27322,0.0667214
0.2733,0.0661522
0.27337,0.0600941
0.27345,0.0157219
0.27352,0.0374426
0.2736,0.0370827
0.27367,0.0439761
0.27375,0.0149788
