wavelength_um,loss_10,loss_10_sd,loss_12,loss_12_sd,loss_13,loss_13_sd
1.27533,0.732252,0.00689221,0.616368,0.00547032,0.53859,0.00463244
1.28566,0.728015,0.00686178,0.612642,0.00545676,0.535293,0.00462831
1.29607,0.723878,0.00683186,0.608992,0.00544325,0.532058,0.00462413
1.30657,0.71984,0.0068025,0.605419,0.00542979,0.528884,0.00461991
1.31715,0.715901,0.00677377,0.601921,0.00541641,0.525772,0.00461564
1.32782,0.71206,0.00674571,0.5985,0.00540313,0.522722,0.00461134
1.33858,0.708316,0.00671839,0.595154,0.00538997,0.519732,0.00460701
1.34942,0.704669,0.00669188,0.591883,0.00537696,0.516804,0.00460266
1.36035,0.70112,0.00666623,0.588688,0.00536413,0.513937,0.00459831
1.37137,0.697666,0.00664152,0.585567,0.00535151,0.511131,0.00459397
1.38247,0.694309,0.00661781,0.582522,0.00533913,0.508385,0.00458964
1.39367,0.691047,0.00659518,0.579551,0.00532703,0.505701,0.00458536
1.40496,0.68788,0.0065737,0.576654,0.00531525,0.503077,0.00458112
1.41634,0.684808,0.00655344,0.573831,0.00530381,0.500513,0.00457695
1.42781,0.681829,0.00653448,0.571082,0.00529277,0.49801,0.00457288
1.43938,0.678945,0.0065169,0.568407,0.00528216,0.495568,0.00456891
1.45103,0.676153,0.00650078,0.565804,0.00527202,0.493185,0.00456508
1.46279,0.673455,0.00648619,0.563275,0.00526242,0.490863,0.0045614
1.47463,0.670849,0.00647322,0.560819,0.00525338,0.4886,0.00455791
1.48658,0.668335,0.00646193,0.558435,0.00524497,0.486397,0.00455462
1.49862,0.665912,0.00645241,0.556124,0.00523723,0.484254,0.00455158
1.51076,0.66358,0.00644473,0.553884,0.00523022,0.48217,0.0045488
1.52299,0.661339,0.00643896,0.551716,0.00522398,0.480145,0.00454632
1.53533,0.659188,0.00643518,0.54962,0.00521858,0.47818,0.00454417
1.54776,0.657127,0.00643346,0.547595,0.00521406,0.476273,0.00454239
1.5603,0.655155,0.00643386,0.545641,0.00521048,0.474426,0.004541
1.57294,0.653272,0.00643645,0.543758,0.0052079,0.472637,0.00454005
1.58568,0.651477,0.00644128,0.541945,0.00520637,0.470906,0.00453957
1.59852,0.64977,0.00644842,0.540203,0.00520595,0.469234,0.0045396
1.61147,0.648151,0.00645791,0.53853,0.00520668,0.46762,0.00454018
1.62452,0.646619,0.00646981,0.536927,0.00520863,0.466065,0.00454135
1.63768,0.645174,0.00648416,0.535394,0.00521184,0.464567,0.00454313
1.65094,0.643815,0.00650101,0.533929,0.00521636,0.463126,0.00454559
1.66431,0.642542,0.00652038,0.532534,0.00522224,0.461743,0.00454874
1.67779,0.641354,0.00654231,0.531206,0.00522953,0.460418,0.00455264
1.69138,0.640251,0.00656684,0.529948,0.00523827,0.459149,0.00455732
1.70508,0.639233,0.00659398,0.528757,0.0052485,0.457938,0.00456281
1.71889,0.638299,0.00662375,0.527634,0.00526026,0.456784,0.00456916
1.73281,0.637449,0.00665618,0.526579,0.00527359,0.455686,0.0045764
1.74685,0.636682,0.00669127,0.525591,0.00528851,0.454644,0.00458457
1.761,0.635998,0.00672904,0.52467,0.00530507,0.453659,0.00459369
1.77526,0.635397,0.00676948,0.523815,0.00532328,0.45273,0.00460381
1.78964,0.634878,0.00681262,0.523027,0.00534318,0.451856,0.00461495
1.80413,0.634441,0.00685844,0.522305,0.00536478,0.451039,0.00462714
1.81875,0.634085,0.00690694,0.521649,0.0053881,0.450277,0.00464041
1.83348,0.633811,0.00695812,0.521059,0.00541317,0.44957,0.00465478
1.84833,0.633617,0.00701197,0.520534,0.00543999,0.448919,0.00467028
1.8633,0.633503,0.00706849,0.520075,0.00546857,0.448323,0.00468692
1.87839,0.633469,0.00712766,0.51968,0.00549893,0.447781,0.00470474
1.8936,0.633515,0.00718948,0.51935,0.00553108,0.447294,0.00472375
1.90894,0.63364,0.00725392,0.519084,0.00556501,0.446862,0.00474397
1.9244,0.633844,0.00732099,0.518882,0.00560074,0.446484,0.0047654
1.93999,0.634126,0.00739066,0.518745,0.00563826,0.44616,0.00478807
1.9557,0.634486,0.00746292,0.518671,0.00567759,0.44589,0.00481199
1.97154,0.634925,0.00753776,0.51866,0.00571871,0.445673,0.00483717
1.98751,0.63544,0.00761515,0.518712,0.00576163,0.44551,0.00486361
2.00361,0.636033,0.0076951,0.518828,0.00580634,0.445401,0.00489134
2.01984,0.636703,0.00777758,0.519006,0.00585285,0.445345,0.00492034
2.0362,0.637449,0.00786258,0.519246,0.00590115,0.445342,0.00495065
2.05269,0.638271,0.00795009,0.519549,0.00595123,0.445392,0.00498224
2.06931,0.639169,0.00804009,0.519913,0.0060031,0.445494,0.00501515
2.08607,0.640142,0.00813257,0.52034,0.00605675,0.445649,0.00504936
2.10297,0.641191,0.00822752,0.520827,0.00611218,0.445857,0.00508488
2.12,0.642315,0.00832494,0.521377,0.00616938,0.446116,0.00512172
2.13717,0.643513,0.0084248,0.521987,0.00622835,0.446428,0.00515987
2.15448,0.644785,0.00852711,0.522658,0.00628909,0.446791,0.00519936
2.17193,0.646132,0.00863186,0.523389,0.00635159,0.447207,0.00524016
2.18953,0.647553,0.00873903,0.524182,0.00641586,0.447673,0.0052823
2.20726,0.649047,0.00884863,0.525034,0.00648189,0.448192,0.00532577
2.22514,0.650614,0.00896065,0.525946,0.00654967,0.448761,0.00537057
2.24316,0.652254,0.00907509,0.526918,0.00661922,0.449382,0.00541671
2.26133,0.653967,0.00919195,0.52795,0.00669052,0.450053,0.0054642
2.27964,0.655752,0.00931122,0.529041,0.00676359,0.450775,0.00551303
2.29811,0.65761,0.00943292,0.530192,0.00683841,0.451548,0.00556321
2.31672,0.65954,0.00955703,0.531401,0.00691499,0.452371,0.00561474
2.33548,0.661541,0.00968356,0.53267,0.00699334,0.453245,0.00566763
2.3544,0.663615,0.00981252,0.533997,0.00707346,0.454169,0.00572188
2.37347,0.665759,0.00994392,0.535382,0.00715535,0.455143,0.00577751
