wavelength [nm],signal
578.156,1.739
578.383,3.359
578.61,2.911
578.837,1.448
579.065,0.698
579.292,0.362
579.519,0.181
579.746,0.089
579.973,0.048
580.2,0.037
580.427,0.027
580.654,0.025
580.882,0.017
581.109,0.02
581.336,0.017
581.563,0.021
581.79,0.014
582.018,0.017
582.245,0.011
582.472,0.014
582.699,0.01
582.927,0.013
583.154,0.011
583.381,0.013
583.609,0.012
583.836,0.009
584.063,0.006
584.291,0.008
584.518,0.009
584.745,0.009
584.973,0.006
585.2,0.01
585.428,0.008
585.655,0.008
585.882,0.006
586.11,0.005
586.337,0.006
586.565,0.007
586.792,0.005
587.02,0.005
587.247,0.003
587.475,0.009
587.702,0.004
587.93,0.009
588.157,0.004
588.385,0.007
588.612,0.006
588.84,0.007
589.067,0.007
589.295,0.006
589.523,0.005
589.75,0.006
589.978,0.004
590.205,0.003
590.433,0.002
590.661,0.005
590.888,0.003
591.116,0.006
591.344,0.001
591.572,0.005
591.799,0.004
592.027,0.006
592.255,0.004
592.482,0.005
592.71,0.002
592.938,0.005
593.166,0.003
593.394,0.005
593.621,0.002
593.849,0.007
594.077,0.003
594.305,0.007
594.533,0.006
594.76,0.003
594.988,0.002
595.216,0.004
595.444,0.006
595.672,0.005
595.9,0.004
596.128,0.003
596.356,0.004
596.584,0.005
596.812,0.003
597.04,0.004
597.268,0.004
597.496,0.005
597.724,0.004
597.952,0.004
598.18,0.006
598.408,0.006
598.636,0.003
598.864,0.005
599.092,0.002
599.32,0.002
599.548,0
599.776,0.003
600.004,0.002
600.232,0.006
600.46,0.004
600.689,0.003
600.917,0.003
601.145,0.003
601.373,0.002
601.601,0.005
601.829,0.003
602.058,0.005
602.286,0.003
602.514,0.004
602.742,0.008
602.971,0.007
603.199,0.001
603.427,0.007
603.655,0.002
603.884,0.003
604.112,0.004
604.34,0.003
604.569,0.004
604.797,0.003
605.025,0.003
605.254,0.004
605.482,0.002
605.71,0.004
605.939,0.002
606.167,0.002
606.396,0.003
606.624,0.004
606.853,0.004
607.081,0.003
607.309,0.004
607.538,0.006
607.766,0.001
607.995,0.004
608.223,0.003
608.452,0.002
608.68,0.005
608.909,0.002
609.137,0.002
609.366,0.004
609.595,0.004
609.823,0.005
610.052,0
610.28,0.005
610.509,0.002
610.738,0.006
610.966,0.004
611.195,0.005
611.424,0.003
611.652,0.006
611.881,0.005
612.11,0.006
612.338,0.003
612.567,0.005
612.796,0.005
613.024,0.003
613.253,0.004
613.482,0.006
613.711,0.001
613.939,0.001
614.168,0
614.397,0.003
614.626,0.003
614.855,0.006
615.083,0.001
615.312,0.005
615.541,0.002
615.77,0.004
615.999,0.001
616.228,0.004
616.457,0.003
616.686,0.005
616.914,0.003
617.143,0.005
617.372,0.003
617.601,0.002
617.83,0.004
618.059,0.007
618.288,0.003
618.517,0.001
618.746,0.004
618.975,0.005
619.204,0.002
619.433,0.003
619.662,0.003
619.891,0.006
620.12,0.005
620.35,0.005
620.579,0.002
620.808,0.003
621.037,0.005
621.266,0.007
621.495,0.004
621.724,0.006
621.953,0.003
622.183,0.006
622.412,0.002
622.641,0.004
622.87,0.003
623.099,0.006
623.329,0.004
623.558,0.002
623.787,0.003
624.016,0.005
624.245,0.001
624.475,0.001
624.704,0.002
624.933,0.004
625.163,0.003
625.392,0.003
625.621,0.004
625.851,0.001
626.08,0.001
626.309,0.003
626.539,0.005
626.768,0.005
626.997,0.003
627.227,0.001
627.456,0.001
627.686,0.002
627.915,0.002
628.145,0.004
628.374,0.001
628.603,0.003
628.833,0.003
629.062,0.003
629.292,0.001
629.521,0.006
629.751,0.006
629.98,0.005
630.21,0.003
630.44,0.004
630.669,0.002
630.899,0.001
631.128,0.003
631.358,0.003
631.587,0.003
631.817,0.003
632.047,0.004
632.276,0.004
632.506,0.003
632.736,0.003
632.965,0.001
633.195,0.004
633.425,0.004
633.654,0.004
633.884,0.004
634.114,0.006
634.344,0.003
634.573,0.002
634.803,0.002
635.033,0.005
635.263,0.002
635.492,0.004
635.722,-0.002
635.952,0.004
636.182,0.007
636.412,0.001
636.641,0.003
636.871,0.002
637.101,0.004
637.331,0.004
637.561,0.003
637.791,0.003
638.021,0.005
638.251,0.001
638.481,0.004
638.71,0.002
638.94,0.002
639.17,0.001
639.4,0.004
639.63,0.003
639.86,0.003
640.09,0.004
640.32,0.005
640.55,0.002
640.78,0.006
641.01,0.003
641.24,0.003
641.471,0.001
641.701,0.004
641.931,0.001
642.161,0.004
642.391,0.002
642.621,0.003
642.851,0
643.081,0.002
643.311,0.001
643.542,0.004
643.772,0.003
644.002,0.002
644.232,0.002
644.462,0
644.692,0.001
644.923,0.004
645.153,0.001
645.383,0.002
645.613,0
645.844,0.003
646.074,0
646.304,0.005
646.535,0.001
646.765,0.003
646.995,-0.001
647.225,0.002
647.456,0.002
647.686,0.003
647.917,0.001
648.147,0.002
648.377,0.004
648.608,0.001
648.838,0.002
649.068,0.003
649.299,0.004
649.529,0.003
649.76,0.003
649.99,0.002
650.221,0.002
650.451,0.004
650.682,0
650.912,0.003
651.143,0.003
651.373,0.001
651.604,0
651.834,0.002
652.065,0.001
652.295,0.002
652.526,0.002
652.756,0.001
652.987,0.004
653.218,0.001
653.448,0.003
653.679,0.003
653.909,0
654.14,0.003
654.371,0.003
654.601,0.004
654.832,0.002
655.063,0.005
655.293,0.003
655.524,0.001
655.755,0.004
655.986,0.006
656.216,0.001
656.447,0
656.678,0.002
656.909,0.004
657.139,0.001
657.37,0.004
657.601,0.003
657.832,0.003
658.063,0.004
658.293,0.001
658.524,0.002
658.755,0.003
658.986,0.001
659.217,0.003
659.448,0.004
659.679,0.002
659.91,0.004
660.14,0.005
660.371,0.002
660.602,0.001
660.833,0.001
661.064,0.003
661.295,0
661.526,0.002
661.757,0.002
661.988,0
662.219,0.002
662.45,0.003
662.681,0
662.912,0.003
663.143,0
663.374,0.003
663.605,0.002
663.836,0.001
664.068,0.003
664.299,0.006
664.53,-0.004
664.761,0.005
664.992,0.001
665.223,0.003
665.454,0.001
665.685,0.004
665.917,0.001
666.148,0.002
666.379,0.002
666.61,0.002
666.841,0.005
667.073,0.01
667.304,0.012
667.535,0.01
667.766,0.005
667.998,0.009
668.229,0.003
668.46,0.004
668.692,0.003
668.923,0.002
669.154,0.003
669.386,0.002
669.617,0.002
669.848,0
670.08,0.001
670.311,0.002
670.542,0.002
670.774,0.001
671.005,0.003
671.237,0.006
671.468,0.005
671.699,0.004
671.931,0.002
672.162,0.006
672.394,0
672.625,0.002
672.857,0
673.088,0.003
673.32,-0.002
673.551,0.001
673.783,0.001
674.014,0.003
674.246,0.001
674.477,0.005
674.709,0.003
674.94,0.006
675.172,0.001
675.404,0.006
675.635,0.002
675.867,0.006
676.099,0.002
676.33,0.003
676.562,0.001
676.793,0.005
677.025,0
677.257,0.003
677.489,0.003
677.72,0.003
677.952,0.004
678.184,0.001
678.415,0.005
678.647,0.001
678.879,0.001
679.111,0.004
679.342,0
679.574,0.006
679.806,0.001
680.038,0.002
680.27,0.003
680.501,0.004
680.733,-0.001
680.965,0.002
681.197,0.005
681.429,0.002
681.661,0.001
681.893,0.001
682.124,0.004
682.356,0.005
682.588,0
682.82,0.002
683.052,0
683.284,0.001
683.516,-0.001
683.748,0.002
683.98,0.003
684.212,0.001
684.444,0.002
684.676,0.003
684.908,0.001
685.14,0.002
685.372,0.003
685.604,0.004
685.836,0.004
686.068,0.002
686.3,0.004
686.532,0.006
686.764,0.005
686.997,0.007
687.229,0.004
687.461,0.002
687.693,0.002
687.925,0.003
688.157,0
688.389,0.006
688.622,0.002
688.854,0.006
689.086,-0.001
689.318,0.002
689.55,0.006
689.783,0.002
690.015,0.016
690.247,0.029
690.479,0.023
690.712,0.017
690.944,0.008
691.176,0.006
691.409,0.004
691.641,0.006
691.873,0.004
692.106,0.005
692.338,0.002
692.57,0.006
692.803,0.003
693.035,0.006
693.267,0.001
693.5,0.006
693.732,0.003
693.965,0.004
694.197,0.003
694.429,0.006
694.662,0.005
694.894,0.005
695.127,0.012
695.359,0.052
695.592,0.308
695.824,0.605
696.057,0.53
696.289,0.293
696.522,0.189
696.754,0.132
696.987,0.105
697.219,0.081
697.452,0.069
697.685,0.058
697.917,0.049
698.15,0.034
698.382,0.024
698.615,0.012
698.848,0.009
699.08,0.007
699.313,0.006
699.545,0.007
699.778,0.006
700.011,0.002
700.244,0.004
700.476,0.005
700.709,0.005
700.942,0.003
701.174,0.003
701.407,0.002
701.64,0.004
701.873,0.004
702.105,0.005
702.338,0.007
702.571,0.005
702.804,0.006
703.037,0.004
703.269,0.005
703.502,0.004
703.735,0.003
703.968,0.001
704.201,0.001
704.434,0.003
704.666,-0.001
704.899,0.006
705.132,0.003
705.365,0.006
705.598,0.019
705.831,0.108
706.064,0.184
706.297,0.15
706.53,0.085
706.763,0.054
706.996,0.044
707.229,0.032
707.462,0.029
707.695,0.027
707.928,0.021
708.161,0.019
708.394,0.017
708.627,0.015
708.86,0.009
709.093,0.007
709.326,0.005
709.559,0.008
709.792,0
710.025,0.008
710.258,0.002
710.492,0.003
710.725,0.006
710.958,0.002
711.191,0.003
711.424,0.006
711.657,0.003
711.891,0.003
712.124,0.003
712.357,0.001
712.59,0
712.823,0.004
713.057,0.001
713.29,0.005
713.523,0.003
713.756,0.01
713.99,0.022
714.223,0.024
714.456,0.014
714.69,0.01
714.923,0.008
715.156,0.008
715.39,0.006
715.623,0.005
715.856,0.003
716.09,0.005
716.323,0.004
716.556,0.004
716.79,0.004
717.023,0.003
717.257,0.003
717.49,0
717.723,0.001
717.957,0.004
718.19,0.003
718.424,0.003
718.657,0.001
718.891,0.002
719.124,0.001
719.358,0.003
719.591,0.002
719.825,0.004
720.058,0.001
720.292,0.003
720.525,0.003
720.759,0.002
720.993,0
721.226,0.004
721.46,0.002
721.693,0
721.927,0.003
722.161,0.004
722.394,0.003
722.628,0.003
722.861,0.002
723.095,0.003
723.329,0.003
723.563,0.003
723.796,0
724.03,0.001
724.264,0.001
724.497,0.004
724.731,0.006
724.965,0.006
725.199,0
725.432,0.003
725.666,0.002
725.9,0.005
726.134,0.008
726.367,0.052
726.601,0.12
726.835,0.134
727.069,0.084
727.303,0.054
727.537,0.035
727.77,0.031
728.004,0.024
728.238,0.021
728.472,0.019
728.706,0.013
728.94,0.013
729.174,0.013
729.408,0.009
729.642,0.009
729.876,0.004
730.11,0.004
730.344,0.003
730.578,0.004
730.811,-0.001
731.045,0.003
731.279,0.004
731.514,0.005
731.748,0.004
731.982,0.002
732.216,0.003
732.45,0.001
732.684,0.004
732.918,0.003
733.152,0.003
733.386,0.004
733.62,0.001
733.854,0.002
734.088,0.001
734.322,0.005
734.557,0.004
734.791,0.005
735.025,0.004
735.259,0.004
735.493,0.003
735.727,0.002
735.962,0.001
736.196,0.004
736.43,0.003
736.664,0.008
736.899,0.006
737.133,0.01
737.367,0.045
737.601,0.182
737.836,0.313
738.07,0.264
738.304,0.153
738.538,0.107
738.773,0.079
739.007,0.066
739.241,0.051
739.476,0.041
739.71,0.036
739.945,0.031
740.179,0.022
740.413,0.023
740.648,0.019
740.882,0.013
741.117,0.01
741.351,0.004
741.585,0.006
741.82,0.007
742.054,0.002
742.289,0.006
742.523,0.001
742.758,0.005
742.992,0.002
743.227,0.004
743.461,0.003
743.696,0.006
743.93,0.003
744.165,0.003
744.399,0.003
744.634,0.006
744.868,0.004
745.103,0
745.338,0.002
745.572,0.004
745.807,0.005
746.041,0
746.276,0.004
746.511,0.005
746.745,0.004
746.98,0.004
747.215,0.003
747.449,0.003
747.684,0.004
747.919,0.007
748.153,0.005
748.388,0.005
748.623,0.01
748.858,0.014
749.092,0.024
749.327,0.103
749.562,0.425
749.797,0.903
750.031,0.905
750.266,0.577
750.501,0.439
750.736,0.475
750.971,0.522
751.205,0.421
751.44,0.292
751.675,0.234
751.91,0.183
752.145,0.154
752.38,0.133
752.615,0.115
752.85,0.094
753.084,0.073
753.319,0.054
753.554,0.045
753.789,0.034
754.024,0.023
754.259,0.017
754.494,0.012
754.729,0.007
754.964,0.003
755.199,0.006
755.434,0.004
755.669,0.006
755.904,0.003
756.139,0.005
756.374,0.004
756.609,0.007
756.844,0.004
757.079,0.005
757.314,0.005
757.549,0.005
757.785,0.003
758.02,0.005
758.255,0.002
758.49,0.005
758.725,0.007
758.96,0.006
759.195,0.006
759.43,0.005
759.666,0.003
759.901,0.004
760.136,0.005
760.371,0.01
760.606,0.005
760.842,0.006
761.077,0.005
761.312,0.011
761.547,0.008
761.783,0.018
762.018,0.032
762.253,0.13
762.488,0.575
762.724,1.23
762.959,1.23
763.194,0.783
763.43,0.53
763.665,0.395
763.9,0.316
764.136,0.259
764.371,0.216
764.606,0.19
764.842,0.155
765.077,0.133
765.313,0.112
765.548,0.098
765.783,0.09
766.019,0.075
766.254,0.053
766.49,0.039
766.725,0.024
766.961,0.017
767.196,0.007
767.432,0.008
767.667,0.008
767.903,0.007
768.138,0.007
768.374,0.007
768.609,0.004
768.845,0.007
769.08,0.007
769.316,0.008
769.552,0.005
769.787,0.008
770.023,0.007
770.258,0.006
770.494,0.007
770.73,0.014
770.965,0.02
771.201,0.076
771.436,0.313
771.672,0.62
771.908,0.606
772.143,0.386
772.379,0.266
772.615,0.199
772.85,0.165
773.086,0.14
773.322,0.111
773.558,0.099
773.793,0.083
774.029,0.072
774.265,0.059
774.501,0.054
774.736,0.049
774.972,0.042
775.208,0.031
775.444,0.024
775.68,0.014
775.915,0.012
776.151,0.003
776.387,0.007
776.623,0.004
776.859,0.007
777.095,0.002
777.331,0.004
777.567,0.002
777.802,0.005
778.038,0.003
778.274,0.005
778.51,0.002
778.746,0.005
778.982,0.004
779.218,0.004
779.454,0.005
779.69,0.004
779.926,0.005
780.162,0.005
780.398,0.001
780.634,0.003
780.87,0.004
781.106,0.001
781.342,0.001
781.578,0.001
781.814,0.002
782.05,0.002
782.286,0.002
782.522,0.002
782.758,0.004
782.995,0.002
783.231,0
783.467,0.004
783.703,0.003
783.939,0.004
784.175,0.002
784.411,0.005
784.648,0.003
784.884,0.004
785.12,0.002
785.356,0.003
785.592,0.001
785.829,0.002
786.065,0
786.301,0.006
786.537,0.002
786.774,0
787.01,0
787.246,0.005
787.482,0.003
787.719,0.004
787.955,0.001
788.191,0.002
788.428,0
788.664,0.002
788.9,0.002
789.137,0.002
789.373,0.004
789.609,0.003
789.846,0.002
790.082,0.004
790.318,0.003
790.555,0.004
790.791,0.003
791.028,0.005
791.264,0.003
791.501,0.003
791.737,0.002
791.973,0.004
792.21,0.006
792.446,0.002
792.683,0.001
792.919,0.007
793.156,0.005
793.392,0.009
793.629,0.03
793.865,0.115
794.102,0.249
794.339,0.272
794.575,0.181
794.812,0.123
795.048,0.098
795.285,0.078
795.521,0.066
795.758,0.055
795.995,0.045
796.231,0.045
796.468,0.035
796.705,0.033
796.941,0.027
797.178,0.024
797.415,0.02
797.651,0.025
797.888,0.019
798.125,0.014
798.361,0.013
798.598,0.011
798.835,0.006
799.072,0.011
799.308,0.011
799.545,0.042
799.782,0.121
800.019,0.193
800.255,0.186
800.492,0.164
800.729,0.24
800.966,0.27
801.203,0.201
801.439,0.142
801.676,0.112
801.913,0.092
802.15,0.079
802.387,0.069
802.624,0.058
802.861,0.05
803.097,0.043
803.334,0.038
803.571,0.034
803.808,0.03
804.045,0.025
804.282,0.024
804.519,0.017
804.756,0.016
804.993,0.011
805.23,0.009
805.467,0.006
805.704,0.008
805.941,0.006
806.178,0.005
806.415,0.004
806.652,0.003
806.889,0.003
807.126,0.006
807.363,0.002
807.6,0.005
807.837,0.003
808.074,0.005
808.311,0.005
808.548,0.008
808.785,0.009
809.023,0.014
809.26,0.042
809.497,0.141
809.734,0.266
809.971,0.28
810.208,0.209
810.445,0.222
810.683,0.417
810.92,0.689
811.157,0.665
811.394,0.446
811.631,0.325
811.869,0.259
812.106,0.217
812.343,0.186
812.58,0.156
812.818,0.135
813.055,0.124
813.292,0.105
813.53,0.093
813.767,0.079
814.004,0.064
814.241,0.059
814.479,0.051
814.716,0.047
814.953,0.037
815.191,0.03
815.428,0.017
815.666,0.009
815.903,0.007
816.14,0.003
816.378,0.007
816.615,0.006
816.853,0.007
817.09,0.004
817.327,0.004
817.565,0.004
817.802,0.005
818.04,0.004
818.277,0.004
818.515,-0.001
818.752,0.003
818.99,0.002
819.227,0.003
819.465,0.001
819.702,0.002
819.94,0.003
820.177,0.003
820.415,0.003
820.652,0.007
820.89,0.002
821.128,0.002
821.365,0.003
821.603,0.003
821.84,0.005
822.078,0.005
822.316,0.002
822.553,0.003
822.791,0
823.029,0.003
823.266,0.003
823.504,0.003
823.742,0.004
823.979,0.003
824.217,0.003
824.455,0.005
824.692,0.011
824.93,0.023
825.168,0.07
825.406,0.218
825.643,0.386
825.881,0.389
826.119,0.268
826.357,0.189
826.594,0.146
826.832,0.127
827.07,0.109
827.308,0.096
827.546,0.082
827.783,0.073
828.021,0.066
828.259,0.055
828.497,0.051
828.735,0.046
828.973,0.038
829.211,0.034
829.448,0.028
829.686,0.032
829.924,0.023
830.162,0.02
830.4,0.013
830.638,0.011
830.876,0.008
831.114,0.006
831.352,0.004
831.59,0.004
831.828,0.002
832.066,0.003
832.304,0
832.542,0.001
832.78,0.006
833.018,0.005
833.256,0.002
833.494,0.004
833.732,0.005
833.97,0.003
834.208,0
834.446,0.002
834.684,0.003
834.922,0.005
835.161,0.002
835.399,0.005
835.637,0.001
835.875,0.006
836.113,0.004
836.351,0.001
836.589,0.004
836.827,0.003
837.066,0.001
837.304,0.003
837.542,0.004
837.78,0.004
838.018,0.002
838.257,0.005
838.495,0.002
838.733,0.007
838.971,0.008
839.21,0.013
839.448,0.026
839.686,0.086
839.924,0.2
840.163,0.281
840.401,0.231
840.639,0.155
840.878,0.129
841.116,0.124
841.354,0.174
841.593,0.291
841.831,0.349
842.069,0.279
842.308,0.201
842.546,0.165
842.784,0.134
843.023,0.117
843.261,0.101
843.5,0.087
843.738,0.073
843.977,0.07
844.215,0.064
844.453,0.059
844.692,0.05
844.93,0.045
845.169,0.036
845.407,0.031
845.646,0.026
845.884,0.021
846.123,0.022
846.361,0.018
846.6,0.012
846.838,0.015
847.077,0.006
847.315,0.007
847.554,0.004
847.793,0.004
848.031,0.003
848.27,0.007
848.508,0.004
848.747,0.002
848.986,0.003
849.224,0.002
849.463,0.001
849.701,0.007
849.94,0.001
850.179,0.001
850.417,0.006
850.656,0.009
850.895,0.02
851.134,0.056
851.372,0.106
851.611,0.12
851.85,0.085
852.088,0.06
852.327,0.048
852.566,0.04
852.805,0.033
853.043,0.032
853.282,0.027
853.521,0.024
853.76,0.02
853.998,0.02
854.237,0.015
854.476,0.016
854.715,0.014
854.954,0.016
855.193,0.009
855.431,0.012
855.67,0.008
855.909,0.009
856.148,0.007
856.387,0.008
856.626,0.006
856.865,0.005
857.104,0.002
857.343,0.006
857.581,0.004
857.82,0.005
858.059,0.002
858.298,0.001
858.537,-0.001
858.776,0.002
859.015,0.002
859.254,0.003
859.493,0.004
859.732,0.006
859.971,0.001
860.21,0.002
860.449,0.001
860.688,0.005
860.927,0.003
861.166,0.003
861.405,0
861.645,0.002
861.884,0.002
862.123,0.001
862.362,0.002
862.601,0.001
862.84,0.002
863.079,0
863.318,0.001
863.557,0.001
863.797,0.002
864.036,0.002
864.275,0.003
864.514,0.001
864.753,0.003
864.992,0
865.232,0.005
865.471,0.004
865.71,0.004
865.949,0.013
866.189,0.018
866.428,0.015
866.667,0.01
866.906,0.007
867.146,0.006
867.385,0.006
867.624,0.006
867.863,0.007
868.103,0.003
868.342,0.007
868.581,0.005
868.821,0.005
869.06,0.003
869.299,0.005
869.539,0.003
869.778,0.005
870.018,0.002
870.257,0.005
870.496,0.004
870.736,0.004
870.975,0.004
871.215,0
871.454,0.006
871.693,0.001
871.933,0
872.172,0.001
872.412,0.001
872.651,0.002
872.891,0.002
873.13,0.001
873.37,0.005
873.609,0.001
873.849,0.003
874.088,0.001
874.328,0.001
874.567,0.003
874.807,0.001
875.046,0.003
875.286,0
875.525,0.003
875.765,0.001
876.005,0.002
876.244,0.001
876.484,0.001
876.723,0.004
876.963,0.001
877.203,0.001
877.442,0.001
877.682,0.001
877.922,0
878.161,0.003
878.401,0.004
878.641,0.004
878.88,0.002
879.12,0
879.36,0.002
879.599,0.005
879.839,0.001
880.079,0.001
880.319,0.002
880.558,0.002
880.798,-0.001
881.038,0.003
881.278,0.001
881.517,0.005
881.757,0
881.997,0.003
882.237,0.001
882.477,0
882.716,0.001
882.956,0.003
883.196,0.003
883.436,0.004
883.676,-0.001
883.916,0.003
884.156,0.002
884.395,0.003
884.635,0.002
884.875,0
885.115,0
885.355,0.003
885.595,0.001
885.835,0
886.075,0
886.315,-0.001
886.555,0.001
886.795,-0.001
887.035,0.002
887.275,0.001
887.515,0.002
887.755,0.002
887.995,0.002
888.235,0.002
888.475,0.002
888.715,0.002
888.955,0.001
889.195,0.002
889.435,-0.001
889.675,0
889.915,0.001
890.155,0.001
890.395,0
890.635,0.001
890.875,0
891.116,0.002
891.356,0.001
891.596,0.004
891.836,0.001
892.076,0.003
892.316,-0.001
892.556,0
892.797,0
893.037,0.004
893.277,0.001
893.517,0.002
893.757,-0.001
893.998,0.001
894.238,0.001
894.478,0.002
894.718,0
894.959,0.001
895.199,0
895.439,0.001
895.679,0
895.92,0
896.16,0.002
896.4,0
896.641,0.003
896.881,0.002
897.121,0.001
897.362,0.002
897.602,0.001
897.842,0.003
898.083,0.001
898.323,0.004
898.563,0.003
898.804,0.002
899.044,0.001
899.284,0.002
899.525,0.001
899.765,0.002
900.006,0.002
900.246,0.003
900.487,0
900.727,0.003
900.968,0
901.208,0
901.448,0
901.689,0.003
901.929,0.001
902.17,0
902.41,0.001
902.651,0.003
902.891,0.002
903.132,0.005
903.373,0.002
903.613,0.003
903.854,-0.002
904.094,0.001
904.335,0.003
904.575,0.003
904.816,0.002
905.057,0.003
905.297,0.001
905.538,0.005
905.778,0.002
906.019,0.004
906.26,0.001
906.5,0.004
906.741,0.001
906.982,0.001
907.222,0
907.463,0.004
907.704,0.002
907.944,0.004
908.185,-0.003
908.426,0.001
908.666,0.003
908.907,0.003
909.148,0.001
909.389,0.002
909.629,0.004
909.87,0.004
910.111,0.007
910.352,0.01
910.593,0.016
910.833,0.036
911.074,0.092
911.315,0.206
911.556,0.328
911.797,0.327
912.037,0.232
912.278,0.178
912.519,0.15
912.76,0.128
913.001,0.115
913.242,0.1
913.483,0.089
913.724,0.085
913.964,0.072
914.205,0.066
914.446,0.058
914.687,0.056
914.928,0.05
915.169,0.045
915.41,0.04
915.651,0.037
915.892,0.033
916.133,0.031
916.374,0.03
916.615,0.027
916.856,0.022
917.097,0.021
917.338,0.019
917.579,0.02
917.82,0.013
918.061,0.012
918.302,0.008
918.543,0.011
918.784,0.004
919.025,0.005
919.266,0.003
919.507,0.008
919.748,0.003
919.99,0.004
920.231,0.006
920.472,0.007
920.713,0.007
920.954,0.009
921.195,0.012
921.436,0.031
921.678,0.052
921.919,0.061
922.16,0.046
922.401,0.037
922.642,0.03
922.883,0.025
923.125,0.022
923.366,0.021
923.607,0.019
923.848,0.017
924.09,0.014
924.331,0.015
924.572,0.012
924.813,0.013
925.055,0.015
925.296,0.012
925.537,0.008
925.779,0.006
926.02,0.008
926.261,0.006
926.502,0.007
926.744,0.007
926.985,0.006
927.226,0.006
927.468,0.005
927.709,0.009
927.951,0.004
928.192,0.005
928.433,0.003
928.675,0.004
928.916,0.002
929.158,0.004
929.399,0
929.64,0.003
929.882,-0.001
930.123,0.002
930.365,0.001
930.606,0.004
930.848,0.001
931.089,0.004
931.331,-0.001
931.572,0.002
931.814,0.004
932.055,0.002
932.297,0.002
932.538,0.003
932.78,0.001
933.021,0.001
933.263,0.002
933.504,0.001
933.746,0
933.987,0.003
934.229,0
934.471,0.001
934.712,0.004
934.954,0.006
935.195,0.001
935.437,0.004
935.679,0.002
935.92,0.005
936.162,0
936.404,0.003
936.645,0.001
936.887,0.003
937.129,0.001
937.37,0.007
937.612,0.002
937.854,0.003
938.095,0.003
938.337,0.002
938.579,0.003
938.82,0.001
939.062,-0.001
939.304,0
939.546,0
939.787,0
940.029,0.001
940.271,0
940.513,0
940.755,0
940.996,0
941.238,0.001
941.48,0.002
941.722,0
941.964,0.004
942.206,0
942.447,0
942.689,0.002
942.931,0.003
943.173,0.001
943.415,0.001
943.657,0.001
943.899,0.002
944.141,0.003
944.382,0.002
944.624,0
944.866,0
945.108,0
945.35,0.001
945.592,0
945.834,0.002
946.076,-0.001
946.318,0.001
946.56,0
946.802,0.004
947.044,0.002
947.286,0.003
947.528,0.003
947.77,0.002
948.012,0.002
948.254,0.003
948.496,0
948.738,0.005
948.98,0.003
949.222,0.003
949.464,-0.002
949.706,0.003
949.949,-0.001
950.191,0.004
950.433,0.001
950.675,0.002
950.917,0
951.159,0.001
951.401,-0.001
951.643,0.004
951.886,0
952.128,0.002
952.37,0.001
952.612,0.003
952.854,0.001
953.096,0.002
953.339,0.001
953.581,0.001
953.823,0
954.065,0.001
954.308,0.001
954.55,0.003
954.792,0.002
955.034,0.005
955.277,0.001
955.519,0.003
955.761,-0.001
956.003,0.003
956.246,0
956.488,0
956.73,0.002
956.973,0.002
957.215,0.001
957.457,-0.001
957.7,-0.001
957.942,0.001
958.184,0.001
958.427,0.003
958.669,0
958.911,0.001
959.154,-0.003
959.396,-0.001
959.639,0.001
959.881,0.004
960.123,-0.002
960.366,0.001
960.608,0.001
960.851,0.002
961.093,0.001
961.336,0.003
961.578,0.001
961.821,0.002
962.063,0
962.306,-0.002
962.548,0.003
962.791,0.001
963.033,0
963.276,0.003
963.518,0.001
963.761,0.003
964.003,0.006
964.246,0.006
964.488,0.016
964.731,0.027
964.973,0.04
965.216,0.043
965.459,0.031
965.701,0.023
965.944,0.023
966.186,0.02
966.429,0.017
966.672,0.019
966.914,0.014
967.157,0.016
967.4,0.01
967.642,0.015
967.885,0.011
968.128,0.011
968.37,0.008
968.613,0.009
968.856,0.006
969.098,0.011
969.341,0.007
969.584,0.007
969.827,0.004
970.069,0.007
970.312,0.008
970.555,0.006
970.798,0.003
971.04,0.005
971.283,0.004
971.526,0.006
971.769,0.002
972.011,0.004
972.254,0.002
972.497,0.003
972.74,0.005
972.983,0.003
973.226,0.003
973.468,0.004
973.711,0.001
973.954,0
974.197,0.001
974.44,0.002
974.683,0
974.926,0
975.169,0.003
975.411,0
975.654,-0.001
975.897,0.001
976.14,-0.002
976.383,0.001
976.626,0
976.869,0.002
977.112,0
977.355,0.005
977.598,0.006
977.841,0.007
978.084,0.004
978.327,0.006
978.57,0
978.813,0.002
979.056,0.003
979.299,0.003
979.542,0.004
979.785,0.005
980.028,0.003
980.271,0.003
980.514,0.002
980.757,0.005
981,0.003
981.243,0.004
981.486,0.002
981.73,0.003
981.973,0.001
982.216,0.002
982.459,0.001
982.702,0.003
982.945,0.004
983.188,0.004
983.432,0.002
983.675,0.002
983.918,0.002
984.161,0.001
984.404,0.001
984.647,0.003
984.891,-0.001
985.134,0.001
985.377,0.001
985.62,0.003
985.863,0.001
986.107,0.002
986.35,0.003
986.593,0.001
986.836,-0.003
987.08,-0.001
987.323,-0.001
987.566,0.001
987.81,0.003
988.053,0.004
988.296,0.001
988.539,0.001
988.783,0
989.026,0.002
989.269,0.004
989.513,0.007
989.756,0
989.999,0.002
990.243,0
990.486,0.004
990.73,0
990.973,0
991.216,0.001
991.46,0
991.703,0.001
991.947,0
992.19,0
992.433,0.001
992.677,0.001
992.92,0.001
993.164,-0.002
993.407,0
993.651,0
993.894,0.002
994.138,-0.003
994.381,0.003
994.625,0
994.868,0.002
995.112,0.004
995.355,0.004
995.599,0.002
995.842,0.001
