log_file,gps_time_s,type,photodiode,detector_index,l,l_sd,npts,monitor,manip_x_mm,manip_y_mm,manip_pitch_deg,manip_yaw_deg,wavelength_um,opa_wavelength_um,rad_angle_deg,signal,l_center,l_center_sd,det_name,signal_uc,azimuth_deg,wavenum
ERF_Log_File_20250227_1846,1424742483,1d,0,3,0.002885359624,0.005909641905,3,3.015165143,0,0,0,-6.8,0.36,0.36,6.8,3.090795431e-05,93.35330301,0.06782584623,Total,5.814122224e-05,-90,27777.77778
ERF_Log_File_20250227_1846,1424742503,1d,0,3,0.005553759353,0.003643657812,3,3.017472286,0,0,0,-6.4,0.36,0.36,6.4,5.949183557e-05,93.35330301,0.06782584623,Total,5.836302645e-05,-90,27777.77778
ERF_Log_File_20250227_1846,1424742523,1d,0,3,0.004320785224,0.007372413449,3,3.015814857,0,0,0,-6,0.36,0.36,6,4.628422439e-05,93.35330301,0.06782584623,Total,5.8243211e-05,-90,27777.77778
ERF_Log_File_20250227_1846,1424742544,1d,0,3,0.004754252455,0.006290910777,3,3.019348,0,0,0,-5.6,0.36,0.36,5.6,5.092752266e-05,93.35330301,0.06782584623,Total,5.828195002e-05,-90,27777.77778
ERF_Log_File_20250227_1846,1424742564,1d,0,3,0.01423136218,0.002462382506,3,3.015988571,0,0,0,-5.2,0.36,0.36,5.2,0.000152446263,93.35330301,0.06782584623,Total,6.002715304e-05,-90,27777.77778
ERF_Log_File_20250227_1846,1424742584,1d,0,3,0.01914506755,0.003414940374,3,3.017425714,0,0,0,-4.8,0.36,0.36,4.8,0.0002050818442,93.35330301,0.06782584623,Total,6.157480031e-05,-90,27777.77778
ERF_Log_File_20250227_1846,1424742604,1d,0,3,0.02504948111,0.003461181763,3,3.016776,0,0,0,-4.4,0.36,0.36,4.4,0.0002683298855,93.35330301,0.06782584623,Total,6.396010854e-05,-90,27777.77778
ERF_Log_File_20250227_1846,1424742624,1d,0,3,0.03564979956,0.005573635818,3,3.018560857,0,0,0,-4,0.36,0.36,4,0.0003818804307,93.35330301,0.06782584623,Total,6.949281846e-05,-90,27777.77778
ERF_Log_File_20250227_1846,1424742644,1d,0,3,0.05307539405,0.005860582178,3,3.01686,0,0,0,-3.6,0.36,0.36,3.6,0.0005685432903,93.35330301,0.06782584623,Total,8.126151342e-05,-90,27777.77778
ERF_Log_File_20250227_1846,1424742664,1d,0,3,0.07453908164,0.008371992996,3,3.016926857,0,0,0,-3.2,0.36,0.36,3.2,0.0007984621779,93.35330301,0.06782584623,Total,9.872488663e-05,-90,27777.77778
ERF_Log_File_20250227_1846,1424742685,1d,0,3,0.1220466378,0.004096517521,3,3.018064,0,0,0,-2.8,0.36,0.36,2.8,0.001307362823,93.35330301,0.06782584623,Total,0.0001430514801,-90,27777.77778
ERF_Log_File_20250227_1846,1424742705,1d,0,3,0.1959100826,0.005283046469,3,3.017339714,0,0,0,-2.4,0.36,0.36,2.4,0.002098587584,93.35330301,0.06782584623,Total,0.0002177472652,-90,27777.77778
ERF_Log_File_20250227_1846,1424742725,1d,0,3,0.3113628859,0.004542225435,3,3.018208857,0,0,0,-2,0.36,0.36,2,0.003335317293,93.35330301,0.06782584623,Total,0.0003385559554,-90,27777.77778
ERF_Log_File_20250227_1846,1424742926,1d,0,3,0.3206444706,0.003776581461,3,3.022049429,0,0,0,2,0.36,0.36,2,0.003434741571,93.35330301,0.06782584623,Total,0.0003483555258,90,27777.77778
ERF_Log_File_20250227_1846,1424742947,1d,0,3,0.1933929748,0.003645445167,3,3.020311714,0,0,0,2.4,0.36,0.36,2.4,0.002071624341,93.35330301,0.06782584623,Total,0.0002151496868,90,27777.77778
ERF_Log_File_20250227_1846,1424742967,1d,0,3,0.1214117031,0.004777292862,3,3.017512571,0,0,0,2.8,0.36,0.36,2.8,0.001300561407,93.35330301,0.06782584623,Total,0.0001424301261,90,27777.77778
ERF_Log_File_20250227_1846,1424742987,1d,0,3,0.07826561714,0.0033259081,3,3.020960857,0,0,0,3.2,0.36,0.36,3.2,0.0008383808029,93.35330301,0.06782584623,Total,0.0001019806008,90,27777.77778
ERF_Log_File_20250227_1846,1424743007,1d,0,3,0.04669644068,0.006371531142,3,3.019890571,0,0,0,3.6,0.36,0.36,3.6,0.0005002119815,93.35330301,0.06782584623,Total,7.663615692e-05,90,27777.77778
ERF_Log_File_20250227_1846,1424743027,1d,0,3,0.02678603501,0.004434065935,3,3.021571143,0,0,0,4,0.36,0.36,4,0.0002869318401,93.35330301,0.06782584623,Total,6.476256999e-05,90,27777.77778
ERF_Log_File_20250227_1846,1424743047,1d,0,3,0.02598356943,0.004639699639,3,3.019957143,0,0,0,4.4,0.36,0.36,4.4,0.0002783358338,93.35330301,0.06782584623,Total,6.438631424e-05,90,27777.77778
ERF_Log_File_20250227_1846,1424743067,1d,0,3,0.02587662361,0.005711052403,3,3.019775143,0,0,0,4.8,0.36,0.36,4.8,0.0002771902308,93.35330301,0.06782584623,Total,6.433687125e-05,90,27777.77778
ERF_Log_File_20250227_1846,1424743088,1d,0,3,0.01084129502,0.004482510534,3,3.022378,0,0,0,5.2,0.36,0.36,5.2,0.0001161318847,93.35330301,0.06782584623,Total,5.920913332e-05,90,27777.77778
ERF_Log_File_20250227_1846,1424743108,1d,0,3,0.008917183841,0.004797803056,3,3.022243143,0,0,0,5.6,0.36,0.36,5.6,9.552081772e-05,93.35330301,0.06782584623,Total,5.883957245e-05,90,27777.77778
ERF_Log_File_20250227_1846,1424743128,1d,0,3,0.009083252271,0.003334057572,3,3.021837714,0,0,0,6,0.36,0.36,6,9.729974172e-05,93.35330301,0.06782584623,Total,5.886871493e-05,90,27777.77778
ERF_Log_File_20250227_1846,1424743148,1d,0,3,0.006590688466,0.003324533504,3,3.021153143,0,0,0,6.4,0.36,0.36,6.4,7.059941377e-05,93.35330301,0.06782584623,Total,5.848669598e-05,90,27777.77778
ERF_Log_File_20250227_1846,1424743168,1d,0,3,0.01102142548,0.005678806592,3,3.020539143,0,0,0,6.8,0.36,0.36,6.8,0.0001180614411,93.35330301,0.06782584623,Total,5.924728348e-05,90,27777.77778
ERF_Log_File_20250227_1846,1424743188,1d,0,3,0.0056276568,0.006543098299,3,3.023239714,0,0,0,7.2,0.36,0.36,7.2,6.028342456e-05,93.35330301,0.06782584623,Total,5.837114899e-05,90,27777.77778
ERF_Log_File_20250227_1846,1424743208,1d,0,3,0.009541131319,0.004380854317,3,3.021530571,0,0,0,7.6,0.36,0.36,7.6,0.0001022045392,93.35330301,0.06782584623,Total,5.895177177e-05,90,27777.77778
