log_file,gps_time_s,type,photodiode,detector_index,l,l_sd,npts,monitor,manip_x_mm,manip_y_mm,manip_pitch_deg,manip_yaw_deg,wavelength_um,opa_wavelength_um,rad_angle_deg,signal,l_center,l_center_sd,det_name,signal_uc,azimuth_deg,wavenum
ERF_Log_File_20250224_1022,1424453450,1d,0,1,0.02819621237,0.004807765298,17,7.172802286,0,0,0,-6,0.901,0.9,6,5.562216755e-05,506.9240127,0.2415606287,SSW,1.02096635e-05,-90,11098.77913
ERF_Log_File_20250224_1022,1424453511,1d,0,1,0.03725826798,0.003204385581,9,7.173224105,0,0,0,-5,0.901,0.9,5,7.349872376e-05,506.9240127,0.2415606287,SSW,1.128362184e-05,-90,11098.77913
ERF_Log_File_20250224_1022,1424453547,1d,0,1,0.07303133666,0.003222141479,5,7.173407091,0,0,0,-4,0.901,0.9,4,0.0001440676213,506.9240127,0.2415606287,SSW,1.675881198e-05,-90,11098.77913
ERF_Log_File_20250224_1022,1424453572,1d,0,1,0.1690666488,0.006013893229,3,7.174927714,0,0,0,-3,0.901,0.9,3,0.0003335147765,506.9240127,0.2415606287,SSW,3.443319025e-05,-90,11098.77913
ERF_Log_File_20250224_1022,1424453592,1d,0,1,0.2551651241,0.001773067819,3,7.176610857,0,0,0,-2.5,0.901,0.9,2.5,0.0005033597102,506.9240127,0.2415606287,SSW,5.105943383e-05,-90,11098.77913
ERF_Log_File_20250224_1022,1424453613,1d,0,1,0.4010057397,0.003346671971,3,7.176374571,0,0,0,-2,0.901,0.9,2,0.0007910569032,506.9240127,0.2415606287,SSW,7.956852775e-05,-90,11098.77913
ERF_Log_File_20250224_1022,1424453774,1d,0,1,0.4388171409,0.008348124877,3,7.171715714,0,0,0,2,0.901,0.9,2,0.0008656467832,506.9240127,0.2415606287,SSW,8.698799894e-05,90,11098.77913
ERF_Log_File_20250224_1022,1424453794,1d,0,1,0.2687900983,0.002022212489,3,7.172182857,0,0,0,2.5,0.901,0.9,2.5,0.0005302374548,506.9240127,0.2415606287,SSW,5.371107612e-05,90,11098.77913
ERF_Log_File_20250224_1022,1424453814,1d,0,1,0.1698081804,0.005868881134,3,7.172254857,0,0,0,3,0.901,0.9,3,0.0003349775828,506.9240127,0.2415606287,SSW,3.457489784e-05,90,11098.77913
ERF_Log_File_20250224_1022,1424453839,1d,0,1,0.07112178876,0.004844924276,5,7.172820364,0,0,0,4,0.901,0.9,4,0.00014030069,506.9240127,0.2415606287,SSW,1.64361059e-05,90,11098.77913
ERF_Log_File_20250224_1022,1424453876,1d,0,1,0.03424777339,0.007138461063,9,7.172725158,0,0,0,5,0.901,0.9,5,6.755997454e-05,506.9240127,0.2415606287,SSW,1.090609046e-05,90,11098.77913
ERF_Log_File_20250224_1022,1424453937,1d,0,1,0.02767993467,0.007133201026,17,7.171344229,0,0,0,6,0.901,0.9,6,5.46037157e-05,506.9240127,0.2415606287,SSW,1.015453622e-05,90,11098.77913
ERF_Log_File_20250224_1022,1424454026,1d,0,1,0.01341357789,0.004502033494,23,7.167122851,0,0,0,7,0.901,0.9,7,2.646072696e-05,506.9240127,0.2415606287,SSW,8.961034026e-06,90,11098.77913
ERF_Log_File_20250224_1022,1424454127,1d,0,1,0.004421303168,0.007177946286,23,7.163907362,0,0,0,8,0.901,0.9,8,8.721826264e-06,506.9240127,0.2415606287,SSW,8.605753361e-06,90,11098.77913
ERF_Log_File_20250224_1022,1424454228,1d,0,1,0.009147804683,0.00639347347,23,7.163157574,0,0,0,9,0.901,0.9,9,1.804571189e-05,506.9240127,0.2415606287,SSW,8.749561259e-06,90,11098.77913
