Wavelength,Normalized Flux,Relative Uncertainty
3.69E-07,0.999577385,0.1
3.72E-07,0.999574459,0.1
3.75E-07,0.999571498,0.1
3.77E-07,0.999568531,0.1
3.80E-07,0.999565522,0.1
3.82E-07,0.999562543,0.1
3.85E-07,0.999559482,0.1
3.88E-07,0.99955644,0.1
3.90E-07,0.999553336,0.1
3.93E-07,0.999550248,0.1
3.96E-07,0.999547127,0.1
3.99E-07,0.999543975,0.1
4.01E-07,0.999540823,0.1
4.04E-07,0.999537623,0.1
4.07E-07,0.999534414,0.1
4.10E-07,0.999531192,0.1
4.13E-07,0.999527948,0.1
4.16E-07,0.999524672,0.1
4.18E-07,0.99952138,0.1
4.21E-07,0.99951805,0.1
4.24E-07,0.999514699,0.1
4.27E-07,0.999511344,0.1
4.30E-07,0.999507937,0.1
4.33E-07,0.999504502,0.1
4.36E-07,0.999501086,0.1
4.39E-07,0.99949765,0.1
4.42E-07,0.99949416,0.1
4.45E-07,0.999490652,0.1
4.48E-07,0.999487096,0.1
4.51E-07,0.999483545,0.1
4.55E-07,0.999479941,0.1
4.58E-07,0.999476337,0.1
4.61E-07,0.999472716,0.1
4.64E-07,0.999469046,0.1
4.67E-07,0.999465367,0.1
4.71E-07,0.999461645,0.1
4.74E-07,0.999457942,0.1
4.77E-07,0.999454167,0.1
4.80E-07,0.999450397,0.1
4.84E-07,0.999446574,0.1
4.87E-07,0.999442718,0.1
4.91E-07,0.99943887,0.1
4.94E-07,0.999435037,0.1
4.97E-07,0.999431019,0.1
5.01E-07,0.999427084,0.1
5.04E-07,0.999423116,0.1
5.08E-07,0.999419102,0.1
5.11E-07,0.999415088,0.1
5.15E-07,0.99941101,0.1
5.18E-07,0.999406952,0.1
5.22E-07,0.999402831,0.1
5.26E-07,0.99939868,0.1
5.29E-07,0.999394528,0.1
5.33E-07,0.999390343,0.1
5.37E-07,0.999386069,0.1
5.40E-07,0.999381812,0.1
5.44E-07,0.999377517,0.1
5.48E-07,0.999373228,0.1
5.52E-07,0.999368873,0.1
5.56E-07,0.999364476,0.1
5.59E-07,0.999360078,0.1
5.63E-07,0.999355623,0.1
5.67E-07,0.999351213,0.1
5.71E-07,0.999346666,0.1
5.75E-07,0.999342101,0.1
5.79E-07,0.999337523,0.1
5.83E-07,0.999332949,0.1
5.87E-07,0.999328358,0.1
5.91E-07,0.999323704,0.1
5.95E-07,0.999319038,0.1
5.99E-07,0.999314288,0.1
6.04E-07,0.999309491,0.1
6.08E-07,0.99930472,0.1
6.12E-07,0.99929992,0.1
6.16E-07,0.999295097,0.1
6.21E-07,0.999290182,0.1
6.25E-07,0.999285164,0.1
6.29E-07,0.999280251,0.1
6.34E-07,0.999275286,0.1
6.38E-07,0.999270241,0.1
6.42E-07,0.99926519,0.1
6.47E-07,0.999260081,0.1
6.51E-07,0.999254947,0.1
6.56E-07,0.999249785,0.1
6.60E-07,0.999244561,0.1
6.65E-07,0.999239304,0.1
6.70E-07,0.999233979,0.1
6.74E-07,0.999228708,0.1
6.79E-07,0.999223388,0.1
6.84E-07,0.999217956,0.1
6.88E-07,0.999212546,0.1
6.93E-07,0.99920712,0.1
6.98E-07,0.999201572,0.1
7.03E-07,0.999196089,0.1
7.08E-07,0.9991904,0.1
7.13E-07,0.999184828,0.1
7.18E-07,0.999179242,0.1
7.23E-07,0.999173409,0.1
7.28E-07,0.99916783,0.1
7.33E-07,0.999161963,0.1
7.38E-07,0.999156187,0.1
7.43E-07,0.999150331,0.1
7.48E-07,0.999144431,0.1
7.53E-07,0.999138536,0.1
7.58E-07,0.999132577,0.1
7.64E-07,0.999126447,0.1
7.69E-07,0.999120489,0.1
7.74E-07,0.999114329,0.1
7.80E-07,0.999108207,0.1
7.85E-07,0.999101968,0.1
7.90E-07,0.999095825,0.1
7.96E-07,0.99908946,0.1
8.02E-07,0.999083208,0.1
8.07E-07,0.999076836,0.1
8.13E-07,0.999070379,0.1
8.18E-07,0.999063927,0.1
8.24E-07,0.99905758,0.1
8.30E-07,0.999050901,0.1
8.35E-07,0.999044447,0.1
8.41E-07,0.999037655,0.1
8.47E-07,0.999031027,0.1
8.53E-07,0.999024215,0.1
8.59E-07,0.999017594,0.1
8.65E-07,0.999010652,0.1
8.71E-07,0.999003903,0.1
8.77E-07,0.998996928,0.1
8.83E-07,0.998989967,0.1
8.89E-07,0.998983145,0.1
8.95E-07,0.998975787,0.1
9.01E-07,0.998968845,0.1
9.08E-07,0.998961645,0.1
9.14E-07,0.998954423,0.1
9.20E-07,0.998947226,0.1
9.27E-07,0.998939941,0.1
9.33E-07,0.998932507,0.1
9.40E-07,0.998925233,0.1
9.46E-07,0.998917625,0.1
9.53E-07,0.998910145,0.1
9.59E-07,0.998902602,0.1
9.66E-07,0.998894895,0.1
9.73E-07,0.998887331,0.1
9.79E-07,0.99887961,0.1
9.86E-07,0.998871797,0.1
9.93E-07,0.998864086,0.1
1.00E-06,0.998856118,0.1
1.01E-06,0.998848287,0.1
1.01E-06,0.998840298,0.1
1.02E-06,0.998832214,0.1
1.03E-06,0.99882412,0.1
1.04E-06,0.998815912,0.1
1.04E-06,0.998807595,0.1
1.05E-06,0.998799374,0.1
1.06E-06,0.998791053,0.1
1.06E-06,0.998782713,0.1
1.07E-06,0.99877426,0.1
1.08E-06,0.998765771,0.1
1.09E-06,0.998757206,0.1
1.09E-06,0.998748543,0.1
1.10E-06,0.998739849,0.1
1.11E-06,0.998731071,0.1
1.12E-06,0.998722273,0.1
1.12E-06,0.998713304,0.1
1.13E-06,0.998704405,0.1
1.14E-06,0.998695367,0.1
1.15E-06,0.998686346,0.1
1.16E-06,0.998677324,0.1
1.16E-06,0.998668169,0.1
1.17E-06,0.998658882,0.1
1.18E-06,0.998649619,0.1
1.19E-06,0.998640264,0.1
1.20E-06,0.998630807,0.1
1.21E-06,0.998621322,0.1
1.21E-06,0.998611741,0.1
1.22E-06,0.998601994,0.1
1.23E-06,0.998592282,0.1
1.24E-06,0.998582672,0.1
1.25E-06,0.998572883,0.1
1.26E-06,0.998562957,0.1
1.27E-06,0.998552981,0.1
1.27E-06,0.998542984,0.1
1.28E-06,0.998532862,0.1
1.29E-06,0.998522541,0.1
1.30E-06,0.998512239,0.1
1.31E-06,0.998501982,0.1
1.32E-06,0.998491673,0.1
1.33E-06,0.99848141,0.1
1.34E-06,0.998471063,0.1
1.35E-06,0.998460299,0.1
1.36E-06,0.998449243,0.1
1.37E-06,0.998438324,0.1
1.37E-06,0.998427628,0.1
1.38E-06,0.998416924,0.1
1.39E-06,0.998406036,0.1
1.40E-06,0.998394921,0.1
1.41E-06,0.998383643,0.1
1.42E-06,0.998372357,0.1
1.43E-06,0.998361142,0.1
1.44E-06,0.998349858,0.1
1.45E-06,0.99833835,0.1
1.46E-06,0.998326747,0.1
1.47E-06,0.998315251,0.1
1.48E-06,0.998303711,0.1
1.49E-06,0.998291822,0.1
1.50E-06,0.998279714,0.1
1.51E-06,0.998267766,0.1
1.52E-06,0.998255884,0.1
1.54E-06,0.998243707,0.1
1.55E-06,0.998231442,0.1
1.56E-06,0.998219512,0.1
1.57E-06,0.998207493,0.1
1.58E-06,0.998194727,0.1
1.59E-06,0.99818171,0.1
1.60E-06,0.998169263,0.1
1.61E-06,0.998156964,0.1
1.62E-06,0.998144023,0.1
1.63E-06,0.99813074,0.1
1.65E-06,0.998117843,0.1
1.66E-06,0.998105269,0.1
1.67E-06,0.998092342,0.1
1.68E-06,0.998078806,0.1
1.69E-06,0.998065236,0.1
1.70E-06,0.998051934,0.1
1.71E-06,0.998038336,0.1
1.73E-06,0.998024654,0.1
1.74E-06,0.998011512,0.1
1.75E-06,0.997997768,0.1
1.76E-06,0.997983036,0.1
1.78E-06,0.997969084,0.1
1.79E-06,0.99795553,0.1
1.80E-06,0.997940768,0.1
1.81E-06,0.997926249,0.1
1.82E-06,0.997912887,0.1
1.84E-06,0.997898589,0.1
1.85E-06,0.997883116,0.1
1.86E-06,0.997868242,0.1
1.88E-06,0.997853966,0.1
1.89E-06,0.997839301,0.1
1.90E-06,0.997824001,0.1
1.92E-06,0.997808532,0.1
1.93E-06,0.997793752,0.1
1.94E-06,0.997778753,0.1
1.96E-06,0.997762806,0.1
1.97E-06,0.997747394,0.1
1.98E-06,0.997731871,0.1
2.00E-06,0.997715871,0.1
2.01E-06,0.997700546,0.1
2.02E-06,0.997684357,0.1
2.04E-06,0.997667804,0.1
2.05E-06,0.997652246,0.1
2.07E-06,0.99763591,0.1
2.08E-06,0.99761909,0.1
2.10E-06,0.997602872,0.1
2.11E-06,0.997586317,0.1
2.12E-06,0.997569303,0.1
2.14E-06,0.99755258,0.1
2.15E-06,0.997535703,0.1
2.17E-06,0.997518376,0.1
2.18E-06,0.997501312,0.1
2.20E-06,0.99748395,0.1
2.21E-06,0.997466467,0.1
2.23E-06,0.997448903,0.1
2.25E-06,0.997431157,0.1
2.26E-06,0.997413467,0.1
2.28E-06,0.997395319,0.1
2.29E-06,0.997377409,0.1
2.31E-06,0.997359174,0.1
2.32E-06,0.997340767,0.1
2.34E-06,0.997322452,0.1
2.36E-06,0.997303754,0.1
2.37E-06,0.997285109,0.1
2.39E-06,0.997266267,0.1
2.41E-06,0.997247266,0.1
2.42E-06,0.997228211,0.1
2.44E-06,0.997208935,0.1
2.46E-06,0.997189587,0.1
2.47E-06,0.997170088,0.1
2.49E-06,0.997150455,0.1
2.51E-06,0.997130686,0.1
2.53E-06,0.997110773,0.1
2.54E-06,0.997090727,0.1
2.56E-06,0.997070533,0.1
2.58E-06,0.99705021,0.1
2.60E-06,0.997029746,0.1
2.61E-06,0.997009135,0.1
2.63E-06,0.996988387,0.1
2.65E-06,0.99696748,0.1
2.67E-06,0.996946451,0.1
2.69E-06,0.996925254,0.1
2.71E-06,0.996903918,0.1
2.73E-06,0.996882449,0.1
2.74E-06,0.996860802,0.1
2.76E-06,0.996839025,0.1
2.78E-06,0.996817104,0.1
2.80E-06,0.996795003,0.1
2.82E-06,0.99677277,0.1
2.84E-06,0.996750387,0.1
2.86E-06,0.996727818,0.1
2.88E-06,0.996705131,0.1
2.90E-06,0.996682269,0.1
2.92E-06,0.996659231,0.1
2.94E-06,0.996636071,0.1
2.96E-06,0.996612726,0.1
2.98E-06,0.996589207,0.1
3.00E-06,0.996565561,0.1
3.02E-06,0.996541725,0.1
3.04E-06,0.996517715,0.1
3.07E-06,0.996493571,0.1
3.09E-06,0.996469239,0.1
3.11E-06,0.996444725,0.1
3.13E-06,0.996420069,0.1
3.15E-06,0.996395238,0.1
3.17E-06,0.996370203,0.1
3.20E-06,0.996345026,0.1
3.22E-06,0.996319685,0.1
3.24E-06,0.996294121,0.1
3.26E-06,0.996268413,0.1
3.28E-06,0.99624254,0.1
3.31E-06,0.996216454,0.1
3.33E-06,0.996190188,0.1
3.35E-06,0.996163776,0.1
3.38E-06,0.996137161,0.1
3.40E-06,0.996110327,0.1
3.42E-06,0.996083359,0.1
3.45E-06,0.996056196,0.1
3.47E-06,0.996028813,0.1
3.50E-06,0.996001244,0.1
3.52E-06,0.995973533,0.1
3.54E-06,0.995945586,0.1
3.57E-06,0.995917429,0.1
3.59E-06,0.995889112,0.1
3.62E-06,0.995860617,0.1
3.64E-06,0.99583187,0.1
3.67E-06,0.995802931,0.1
3.69E-06,0.995773837,0.1
3.72E-06,0.995744528,0.1
3.75E-06,0.995714965,0.1
3.77E-06,0.995685228,0.1
3.80E-06,0.995655323,0.1
3.82E-06,0.995625182,0.1
3.85E-06,0.995594785,0.1
3.88E-06,0.995564226,0.1
3.90E-06,0.995533481,0.1
3.93E-06,0.995502492,0.1
3.96E-06,0.995471236,0.1
3.99E-06,0.995439828,0.1
4.01E-06,0.995408219,0.1
4.04E-06,0.995376364,0.1
4.07E-06,0.995344227,0.1
4.10E-06,0.995311934,0.1
4.13E-06,0.995279444,0.1
4.16E-06,0.995246697,0.1
4.18E-06,0.995213668,0.1
4.21E-06,0.995180443,0.1
4.24E-06,0.995147058,0.1
4.27E-06,0.995113393,0.1
4.30E-06,0.995079456,0.1
4.33E-06,0.995045269,0.1
4.36E-06,0.995010938,0.1
4.39E-06,0.99497636,0.1
4.42E-06,0.994941473,0.1
4.45E-06,0.994906331,0.1
4.48E-06,0.994870982,0.1
4.51E-06,0.994835468,0.1
4.55E-06,0.994799634,0.1
4.58E-06,0.994763498,0.1
4.61E-06,0.994727134,0.1
4.64E-06,0.994690576,0.1
4.67E-06,0.99465381,0.1
4.71E-06,0.994616683,0.1
4.74E-06,0.994579267,0.1
4.77E-06,0.994541648,0.1
4.80E-06,0.994503818,0.1
4.84E-06,0.994465749,0.1
4.87E-06,0.994427304,0.1
4.91E-06,0.994388561,0.1
4.94E-06,0.994349637,0.1
4.97E-06,0.994310481,0.1
5.01E-06,0.994271065,0.1
5.04E-06,0.994231279,0.1
5.08E-06,0.994191153,0.1
5.11E-06,0.994150858,0.1
5.15E-06,0.994110339,0.1
5.18E-06,0.994069524,0.1
5.22E-06,0.994028369,0.1
5.26E-06,0.993986827,0.1
5.29E-06,0.993945067,0.1
5.33E-06,0.99390314,0.1
5.37E-06,0.993860898,0.1
5.40E-06,0.99381831,0.1
5.44E-06,0.993775351,0.1
5.48E-06,0.993732057,0.1
5.52E-06,0.993688601,0.1
5.56E-06,0.993644927,0.1
5.59E-06,0.993600863,0.1
5.63E-06,0.993556424,0.1
5.67E-06,0.993511628,0.1
5.71E-06,0.993466528,0.1
5.75E-06,0.993421268,0.1
5.79E-06,0.993375758,0.1
5.83E-06,0.993329803,0.1
5.87E-06,0.993283444,0.1
5.91E-06,0.993236756,0.1
5.95E-06,0.993189765,0.1
5.99E-06,0.993142582,0.1
6.04E-06,0.993095162,0.1
6.08E-06,0.993047279,0.1
6.12E-06,0.992998923,0.1
6.16E-06,0.992950248,0.1
6.21E-06,0.992901286,0.1
6.25E-06,0.992852066,0.1
6.29E-06,0.992802627,0.1
6.34E-06,0.992752796,0.1
6.38E-06,0.992702415,0.1
6.42E-06,0.992651619,0.1
6.47E-06,0.992600571,0.1
6.51E-06,0.992549252,0.1
6.56E-06,0.992497652,0.1
6.60E-06,0.992445759,0.1
6.65E-06,0.992393395,0.1
6.70E-06,0.992340453,0.1
6.74E-06,0.992287118,0.1
6.79E-06,0.992233577,0.1
6.84E-06,0.992179776,0.1
6.88E-06,0.992125634,0.1
6.93E-06,0.992071138,0.1
6.98E-06,0.99201617,0.1
7.03E-06,0.991960605,0.1
7.08E-06,0.991904585,0.1
7.13E-06,0.991848358,0.1
7.18E-06,0.991791933,0.1
7.23E-06,0.991735139,0.1
7.28E-06,0.99167791,0.1
7.33E-06,0.99162023,0.1
7.38E-06,0.991561995,0.1
7.43E-06,0.991503189,0.1
7.48E-06,0.991444035,0.1
7.53E-06,0.991384737,0.1
7.58E-06,0.991325197,0.1
7.64E-06,0.991265191,0.1
7.69E-06,0.991204648,0.1
7.74E-06,0.9911436,0.1
7.80E-06,0.991082006,0.1
7.85E-06,0.991019859,0.1
7.90E-06,0.990957353,0.1
7.96E-06,0.9908947,0.1
8.02E-06,0.990831833,0.1
8.07E-06,0.990768475,0.1
8.13E-06,0.990704471,0.1
8.18E-06,0.990639881,0.1
8.24E-06,0.990574778,0.1
8.30E-06,0.990509149,0.1
8.35E-06,0.990443058,0.1
8.41E-06,0.990376708,0.1
8.47E-06,0.990310208,0.1
8.53E-06,0.990243373,0.1
8.59E-06,0.990175894,0.1
8.65E-06,0.990107655,0.1
8.71E-06,0.990038789,0.1
8.77E-06,0.989969437,0.1
8.83E-06,0.989899622,0.1
8.89E-06,0.989829365,0.1
8.95E-06,0.989758799,0.1
9.01E-06,0.989688035,0.1
9.08E-06,0.989616948,0.1
9.14E-06,0.989545216,0.1
9.20E-06,0.989472621,0.1
9.27E-06,0.989399244,0.1
9.33E-06,0.989325326,0.1
9.40E-06,0.989251017,0.1
9.46E-06,0.989176308,0.1
9.53E-06,0.989101186,0.1
9.59E-06,0.989025731,0.1
9.66E-06,0.988949993,0.1
9.73E-06,0.988873817,0.1
9.79E-06,0.98879689,0.1
9.86E-06,0.988719001,0.1
9.93E-06,0.988640241,0.1
1.00E-05,0.988560907,0.1
1.01E-05,0.98848124,0.1
1.01E-05,0.988401268,0.1
1.02E-05,0.988320894,0.1
1.03E-05,0.988240074,0.1
1.04E-05,0.988158843,0.1
1.04E-05,0.988077173,0.1
1.05E-05,0.987994865,0.1
1.06E-05,0.987911639,0.1
1.06E-05,0.987827366,0.1
1.07E-05,0.987742211,0.1
1.08E-05,0.987656526,0.1
1.09E-05,0.987570591,0.1
1.09E-05,0.987484442,0.1
1.10E-05,0.987397922,0.1
1.11E-05,0.987310868,0.1
1.12E-05,0.987223233,0.1
1.12E-05,0.987135023,0.1
1.13E-05,0.987046164,0.1
1.14E-05,0.986956452,0.1
1.15E-05,0.986865683,0.1
1.16E-05,0.986773844,0.1
1.16E-05,0.986681186,0.1
1.17E-05,0.986588094,0.1
1.18E-05,0.98649485,0.1
1.19E-05,0.986401467,0.1
1.20E-05,0.986307729,0.1
1.21E-05,0.986213367,0.1
1.21E-05,0.986118227,0.1
1.22E-05,0.986022298,0.1
1.23E-05,0.985925598,0.1
1.24E-05,0.98582806,0.1
1.25E-05,0.985729531,0.1
1.26E-05,0.985629897,0.1
1.27E-05,0.985529226,0.1
1.27E-05,0.985427811,0.1
1.28E-05,0.985326038,0.1
1.29E-05,0.985224183,0.1
1.30E-05,0.985122255,0.1
1.31E-05,0.985020001,0.1
1.32E-05,0.98491706,0.1
1.33E-05,0.984813151,0.1
1.34E-05,0.984708177,0.1
1.35E-05,0.98460219,0.1
1.36E-05,0.984495271,0.1
1.37E-05,0.984387421,0.1
1.37E-05,0.984278558,0.1
1.38E-05,0.984168619,0.1
1.39E-05,0.984057673,0.1
1.40E-05,0.983945976,0.1
1.41E-05,0.983833884,0.1
1.42E-05,0.983721697,0.1
1.43E-05,0.983609496,0.1
1.44E-05,0.983497086,0.1
1.45E-05,0.983384074,0.1
1.46E-05,0.983270036,0.1
1.47E-05,0.983154683,0.1
1.48E-05,0.983037948,0.1
1.49E-05,0.982919945,0.1
1.50E-05,0.982800853,0.1
1.51E-05,0.9826808,0.1
1.52E-05,0.982559809,0.1
1.54E-05,0.982437841,0.1
1.55E-05,0.982314889,0.1
1.56E-05,0.982191067,0.1
1.57E-05,0.982066625,0.1
1.58E-05,0.981941869,0.1
1.59E-05,0.981817032,0.1
1.60E-05,0.981692144,0.1
1.61E-05,0.981566986,0.1
1.62E-05,0.981441138,0.1
1.63E-05,0.981314114,0.1
1.65E-05,0.98118552,0.1
1.66E-05,0.981055173,0.1
1.67E-05,0.980923129,0.1
1.68E-05,0.98078962,0.1
1.69E-05,0.98065494,0.1
1.70E-05,0.980519323,0.1
1.71E-05,0.980382887,0.1
1.73E-05,0.980245634,0.1
1.74E-05,0.980107525,0.1
1.75E-05,0.979968564,0.1
1.76E-05,0.979828855,0.1
1.78E-05,0.979688598,0.1
1.79E-05,0.979548021,0.1
1.80E-05,0.97940728,0.1
1.81E-05,0.97926636,0.1
1.82E-05,0.979125033,0.1
1.84E-05,0.978982883,0.1
1.85E-05,0.9788394,0.1
1.86E-05,0.978694115,0.1
1.88E-05,0.978546719,0.1
1.89E-05,0.978397136,0.1
1.90E-05,0.978245534,0.1
1.92E-05,0.978092252,0.1
1.93E-05,0.9779377,0.1
1.94E-05,0.977782244,0.1
1.96E-05,0.977626125,0.1
1.97E-05,0.977469431,0.1
1.98E-05,0.977312126,0.1
2.00E-05,0.977154119,0.1
2.01E-05,0.976995332,0.1
2.02E-05,0.976835766,0.1
2.04E-05,0.976675505,0.1
2.05E-05,0.976514688,0.1
2.07E-05,0.976353444,0.1
2.08E-05,0.976191807,0.1
2.10E-05,0.976029663,0.1
2.11E-05,0.975866721,0.1
2.12E-05,0.975702551,0.1
2.14E-05,0.97553665,0.1
2.15E-05,0.975368545,0.1
2.17E-05,0.975197895,0.1
2.18E-05,0.975024562,0.1
2.20E-05,0.974848647,0.1
2.21E-05,0.974670467,0.1
2.23E-05,0.974490485,0.1
2.25E-05,0.974309223,0.1
2.26E-05,0.974127159,0.1
2.28E-05,0.973944649,0.1
2.29E-05,0.973761879,0.1
2.31E-05,0.973578866,0.1
2.32E-05,0.973395492,0.1
2.34E-05,0.973211561,0.1
2.36E-05,0.973026872,0.1
2.37E-05,0.972841274,0.1
2.39E-05,0.972654696,0.1
2.41E-05,0.97246715,0.1
2.42E-05,0.972278697,0.1
2.44E-05,0.972089399,0.1
2.46E-05,0.971899261,0.1
2.47E-05,0.971708185,0.1
2.49E-05,0.971515941,0.1
2.51E-05,0.971322178,0.1
2.53E-05,0.971126458,0.1
2.54E-05,0.970928315,0.1
2.56E-05,0.970727335,0.1
2.58E-05,0.970523223,0.1
2.60E-05,0.970315864,0.1
2.61E-05,0.970105351,0.1
2.63E-05,0.969891984,0.1
2.65E-05,0.969676235,0.1
2.67E-05,0.969458687,0.1
2.69E-05,0.969239959,0.1
2.71E-05,0.969020623,0.1
2.73E-05,0.968801138,0.1
2.74E-05,0.9685818,0.1
2.76E-05,0.968362717,0.1
2.78E-05,0.96814382,0.1
2.80E-05,0.967924892,0.1
2.82E-05,0.967705614,0.1
2.84E-05,0.967485629,0.1
2.86E-05,0.967264594,0.1
