-0.4195,0.001219,0,0
-0.0736,0.0004888,0,0
-0.4081,0.001561,0,0
-0.4717,0.001219,0,0
-0.3202,0.004192,0,0
-0.04963,0.0003827,0,0
-0.1977,0.007862,0,0
128.206,-0.0925888,3.26E-05,-5.30E-09
132.189,-0.0953406,3.33E-05,-5.30E-09
128.206,-0.0925888,3.26E-05,-5.30E-09
112.999,-0.0667834,0.000018911,-3.01E-09
