Wavelength,Normalized Flux,Relative Uncertainty
2.29E-07,0.999682917,0.1
2.31E-07,0.999680714,0.1
2.32E-07,0.999678487,0.1
2.34E-07,0.999676257,0.1
2.36E-07,0.999674016,0.1
2.37E-07,0.999671759,0.1
2.39E-07,0.99966948,0.1
2.41E-07,0.999667175,0.1
2.42E-07,0.999664874,0.1
2.44E-07,0.999662559,0.1
2.46E-07,0.999660231,0.1
2.47E-07,0.999657856,0.1
2.49E-07,0.999655457,0.1
2.51E-07,0.999653082,0.1
2.53E-07,0.999650682,0.1
2.54E-07,0.999648251,0.1
2.56E-07,0.999645809,0.1
2.58E-07,0.999643352,0.1
2.60E-07,0.999640888,0.1
2.61E-07,0.999638381,0.1
2.63E-07,0.999635885,0.1
2.65E-07,0.999633351,0.1
2.67E-07,0.999630803,0.1
2.69E-07,0.999628247,0.1
2.71E-07,0.999625666,0.1
2.73E-07,0.999623073,0.1
2.74E-07,0.999620476,0.1
2.76E-07,0.999617818,0.1
2.78E-07,0.999615173,0.1
2.80E-07,0.999612511,0.1
2.82E-07,0.999609819,0.1
2.84E-07,0.999607094,0.1
2.86E-07,0.999604388,0.1
2.88E-07,0.999601631,0.1
2.90E-07,0.999598854,0.1
2.92E-07,0.999596095,0.1
2.94E-07,0.999593282,0.1
2.96E-07,0.999590462,0.1
2.98E-07,0.999587618,0.1
3.00E-07,0.999584745,0.1
3.02E-07,0.999581882,0.1
3.04E-07,0.999578983,0.1
3.07E-07,0.999576069,0.1
3.09E-07,0.999573108,0.1
3.11E-07,0.999570155,0.1
3.13E-07,0.999567195,0.1
3.15E-07,0.999564164,0.1
3.17E-07,0.999561133,0.1
3.20E-07,0.999558096,0.1
3.22E-07,0.999555032,0.1
3.24E-07,0.999551952,0.1
3.26E-07,0.999548815,0.1
3.28E-07,0.999545701,0.1
3.31E-07,0.999542568,0.1
3.33E-07,0.999539372,0.1
3.35E-07,0.999536179,0.1
3.38E-07,0.999532968,0.1
3.40E-07,0.999529708,0.1
3.42E-07,0.999526462,0.1
3.45E-07,0.999523167,0.1
3.47E-07,0.999519856,0.1
3.50E-07,0.999516516,0.1
3.52E-07,0.999513216,0.1
3.54E-07,0.999509768,0.1
3.57E-07,0.999506365,0.1
3.59E-07,0.999502982,0.1
3.62E-07,0.999499498,0.1
3.64E-07,0.99949605,0.1
3.67E-07,0.99949255,0.1
3.69E-07,0.999489029,0.1
3.72E-07,0.999485503,0.1
3.75E-07,0.999481938,0.1
3.77E-07,0.999478317,0.1
3.80E-07,0.999474739,0.1
3.82E-07,0.999471053,0.1
3.85E-07,0.999467388,0.1
3.88E-07,0.999463688,0.1
3.90E-07,0.999459959,0.1
3.93E-07,0.999456228,0.1
3.96E-07,0.999452456,0.1
3.99E-07,0.99944867,0.1
4.01E-07,0.999444815,0.1
4.04E-07,0.999440982,0.1
4.07E-07,0.999437091,0.1
4.10E-07,0.999433194,0.1
4.13E-07,0.999429256,0.1
4.16E-07,0.999425308,0.1
4.18E-07,0.999421295,0.1
4.21E-07,0.999417294,0.1
4.24E-07,0.999413248,0.1
4.27E-07,0.999409193,0.1
4.30E-07,0.999405071,0.1
4.33E-07,0.999400987,0.1
4.36E-07,0.999396805,0.1
4.39E-07,0.999392657,0.1
4.42E-07,0.999388425,0.1
4.45E-07,0.999384175,0.1
4.48E-07,0.999379897,0.1
4.51E-07,0.999375578,0.1
4.55E-07,0.999371234,0.1
4.58E-07,0.999366921,0.1
4.61E-07,0.999362484,0.1
4.64E-07,0.999358106,0.1
4.67E-07,0.999353594,0.1
4.71E-07,0.9993491,0.1
4.74E-07,0.999344596,0.1
4.77E-07,0.999340057,0.1
4.80E-07,0.999335454,0.1
4.84E-07,0.999330872,0.1
4.87E-07,0.999326206,0.1
4.91E-07,0.999321547,0.1
4.94E-07,0.999316749,0.1
4.97E-07,0.999312071,0.1
5.01E-07,0.999307367,0.1
5.04E-07,0.999302552,0.1
5.08E-07,0.999297667,0.1
5.11E-07,0.999292795,0.1
5.15E-07,0.999287932,0.1
5.18E-07,0.999282971,0.1
5.22E-07,0.999277995,0.1
5.26E-07,0.999273036,0.1
5.29E-07,0.999267944,0.1
5.33E-07,0.999262853,0.1
5.37E-07,0.999257766,0.1
5.40E-07,0.999252576,0.1
5.44E-07,0.999247411,0.1
5.48E-07,0.999242196,0.1
5.52E-07,0.999236944,0.1
5.56E-07,0.999231653,0.1
5.59E-07,0.999226326,0.1
5.63E-07,0.999220917,0.1
5.67E-07,0.999215483,0.1
5.71E-07,0.999210075,0.1
5.75E-07,0.999204549,0.1
5.79E-07,0.999199125,0.1
5.83E-07,0.999193559,0.1
5.87E-07,0.999187986,0.1
5.91E-07,0.999182309,0.1
5.95E-07,0.999176578,0.1
5.99E-07,0.999170891,0.1
6.04E-07,0.999165136,0.1
6.08E-07,0.999159372,0.1
6.12E-07,0.999153496,0.1
6.16E-07,0.999147799,0.1
6.21E-07,0.999141823,0.1
6.25E-07,0.999135875,0.1
6.29E-07,0.99912982,0.1
6.34E-07,0.999123792,0.1
6.38E-07,0.999117662,0.1
6.42E-07,0.999111532,0.1
6.47E-07,0.999105356,0.1
6.51E-07,0.99909921,0.1
6.56E-07,0.999092912,0.1
6.60E-07,0.999086641,0.1
6.65E-07,0.999080278,0.1
6.70E-07,0.999073877,0.1
6.74E-07,0.999067527,0.1
6.79E-07,0.999061014,0.1
6.84E-07,0.999054455,0.1
6.88E-07,0.999048033,0.1
6.93E-07,0.99904129,0.1
6.98E-07,0.999034685,0.1
7.03E-07,0.999028043,0.1
7.08E-07,0.999021162,0.1
7.13E-07,0.999014527,0.1
7.18E-07,0.999007627,0.1
7.23E-07,0.999000595,0.1
7.28E-07,0.998993849,0.1
7.33E-07,0.998986857,0.1
7.38E-07,0.998979755,0.1
7.43E-07,0.998972734,0.1
7.48E-07,0.998965584,0.1
7.53E-07,0.998958413,0.1
7.58E-07,0.99895112,0.1
7.64E-07,0.998943803,0.1
7.69E-07,0.998936648,0.1
7.74E-07,0.998929184,0.1
7.80E-07,0.998921744,0.1
7.85E-07,0.998914366,0.1
7.90E-07,0.99890681,0.1
7.96E-07,0.998899175,0.1
8.02E-07,0.99889146,0.1
8.07E-07,0.998883791,0.1
8.13E-07,0.998876082,0.1
8.18E-07,0.998868234,0.1
8.24E-07,0.998860523,0.1
8.30E-07,0.998852563,0.1
8.35E-07,0.998844451,0.1
8.41E-07,0.998836683,0.1
8.47E-07,0.998828514,0.1
8.53E-07,0.998820285,0.1
8.59E-07,0.99881208,0.1
8.65E-07,0.998803865,0.1
8.71E-07,0.998795666,0.1
8.77E-07,0.998787227,0.1
8.83E-07,0.998778857,0.1
8.89E-07,0.998770123,0.1
8.95E-07,0.998761826,0.1
9.01E-07,0.99875327,0.1
9.08E-07,0.998744579,0.1
9.14E-07,0.998735783,0.1
9.20E-07,0.998727075,0.1
9.27E-07,0.998718268,0.1
9.33E-07,0.998709276,0.1
9.40E-07,0.99870057,0.1
9.46E-07,0.998691598,0.1
9.53E-07,0.998682382,0.1
9.59E-07,0.998673213,0.1
9.66E-07,0.99866389,0.1
9.73E-07,0.998654835,0.1
9.79E-07,0.998645424,0.1
9.86E-07,0.998635792,0.1
9.93E-07,0.998626412,0.1
1.00E-06,0.998617038,0.1
1.01E-06,0.998607512,0.1
1.01E-06,0.998597905,0.1
1.02E-06,0.998588132,0.1
1.03E-06,0.998578323,0.1
1.04E-06,0.998568307,0.1
1.04E-06,0.998558365,0.1
1.05E-06,0.998548373,0.1
1.06E-06,0.998538326,0.1
1.06E-06,0.998528225,0.1
1.07E-06,0.998517965,0.1
1.08E-06,0.998507632,0.1
1.09E-06,0.998497276,0.1
1.09E-06,0.998486827,0.1
1.10E-06,0.99847641,0.1
1.11E-06,0.998465868,0.1
1.12E-06,0.998455263,0.1
1.12E-06,0.998444697,0.1
1.13E-06,0.998433861,0.1
1.14E-06,0.998422786,0.1
1.15E-06,0.998411791,0.1
1.16E-06,0.9984008,0.1
1.16E-06,0.998389838,0.1
1.17E-06,0.998378761,0.1
1.18E-06,0.998367358,0.1
1.19E-06,0.998355904,0.1
1.20E-06,0.998344558,0.1
1.21E-06,0.998333123,0.1
1.21E-06,0.998321512,0.1
1.22E-06,0.998309834,0.1
1.23E-06,0.998298165,0.1
1.24E-06,0.998286428,0.1
1.25E-06,0.998274524,0.1
1.26E-06,0.998262521,0.1
1.27E-06,0.998250504,0.1
1.27E-06,0.998238343,0.1
1.28E-06,0.998225992,0.1
1.29E-06,0.998213737,0.1
1.30E-06,0.998201584,0.1
1.31E-06,0.998189064,0.1
1.32E-06,0.998176301,0.1
1.33E-06,0.998163942,0.1
1.34E-06,0.998151501,0.1
1.35E-06,0.998138156,0.1
1.36E-06,0.998124897,0.1
1.37E-06,0.998112419,0.1
1.37E-06,0.998099257,0.1
1.38E-06,0.998085382,0.1
1.39E-06,0.998072405,0.1
1.40E-06,0.99805949,0.1
1.41E-06,0.998045637,0.1
1.42E-06,0.998032143,0.1
1.43E-06,0.998018807,0.1
1.44E-06,0.998004773,0.1
1.45E-06,0.997990986,0.1
1.46E-06,0.997977041,0.1
1.47E-06,0.99796268,0.1
1.48E-06,0.997948975,0.1
1.49E-06,0.997934745,0.1
1.50E-06,0.997920019,0.1
1.51E-06,0.997905962,0.1
1.52E-06,0.997891438,0.1
1.54E-06,0.997876886,0.1
1.55E-06,0.997862001,0.1
1.56E-06,0.997846316,0.1
1.57E-06,0.997832197,0.1
1.58E-06,0.997817486,0.1
1.59E-06,0.997801533,0.1
1.60E-06,0.997787133,0.1
1.61E-06,0.997771743,0.1
1.62E-06,0.9977557,0.1
1.63E-06,0.997740828,0.1
1.65E-06,0.997724731,0.1
1.66E-06,0.997708198,0.1
1.67E-06,0.997693138,0.1
1.68E-06,0.99767736,0.1
1.69E-06,0.997660742,0.1
1.70E-06,0.997644741,0.1
1.71E-06,0.997628199,0.1
1.73E-06,0.997612242,0.1
1.74E-06,0.997595012,0.1
1.75E-06,0.997577971,0.1
1.76E-06,0.997562631,0.1
1.78E-06,0.997544645,0.1
1.79E-06,0.99752804,0.1
1.80E-06,0.997510633,0.1
1.81E-06,0.997492663,0.1
1.82E-06,0.997477066,0.1
1.84E-06,0.997458318,0.1
1.85E-06,0.99744028,0.1
1.86E-06,0.997423704,0.1
1.88E-06,0.997405185,0.1
1.89E-06,0.997386905,0.1
1.90E-06,0.997369481,0.1
1.92E-06,0.997350997,0.1
1.93E-06,0.99733208,0.1
1.94E-06,0.997314493,0.1
1.96E-06,0.997295294,0.1
1.97E-06,0.9972765,0.1
1.98E-06,0.997257787,0.1
2.00E-06,0.997238669,0.1
2.01E-06,0.997219574,0.1
2.02E-06,0.997199986,0.1
2.04E-06,0.997181232,0.1
2.05E-06,0.9971607,0.1
2.07E-06,0.997141824,0.1
2.08E-06,0.997121582,0.1
2.10E-06,0.9971016,0.1
2.11E-06,0.997081772,0.1
2.12E-06,0.99706114,0.1
2.14E-06,0.9970411,0.1
2.15E-06,0.99702033,0.1
2.17E-06,0.996999754,0.1
2.18E-06,0.996978949,0.1
2.20E-06,0.996957931,0.1
2.21E-06,0.996936854,0.1
2.23E-06,0.996915631,0.1
2.25E-06,0.99689414,0.1
2.26E-06,0.996872708,0.1
2.28E-06,0.996850901,0.1
2.29E-06,0.996829117,0.1
2.31E-06,0.99680711,0.1
2.32E-06,0.996784903,0.1
2.34E-06,0.996762699,0.1
2.36E-06,0.996740096,0.1
2.37E-06,0.996717624,0.1
2.39E-06,0.996694715,0.1
2.41E-06,0.996671874,0.1
2.42E-06,0.996648717,0.1
2.44E-06,0.996625514,0.1
2.46E-06,0.99660206,0.1
2.47E-06,0.996578527,0.1
2.49E-06,0.99655476,0.1
2.51E-06,0.996530846,0.1
2.53E-06,0.99650679,0.1
2.54E-06,0.996482554,0.1
2.56E-06,0.996458131,0.1
2.58E-06,0.996433575,0.1
2.60E-06,0.996408828,0.1
2.61E-06,0.996383887,0.1
2.63E-06,0.99635882,0.1
2.65E-06,0.996333556,0.1
2.67E-06,0.996308096,0.1
2.69E-06,0.996282485,0.1
2.71E-06,0.996256709,0.1
2.73E-06,0.99623072,0.1
2.74E-06,0.996204559,0.1
2.76E-06,0.996178245,0.1
2.78E-06,0.996151722,0.1
2.80E-06,0.996124999,0.1
2.82E-06,0.996098129,0.1
2.84E-06,0.996071069,0.1
2.86E-06,0.996043781,0.1
2.88E-06,0.996016334,0.1
2.90E-06,0.995988714,0.1
2.92E-06,0.995960876,0.1
2.94E-06,0.995932824,0.1
2.96E-06,0.995904622,0.1
2.98E-06,0.995876225,0.1
3.00E-06,0.995847583,0.1
3.02E-06,0.995818765,0.1
3.04E-06,0.995789776,0.1
3.07E-06,0.995760572,0.1
3.09E-06,0.995731122,0.1
3.11E-06,0.995701506,0.1
3.13E-06,0.99567171,0.1
3.15E-06,0.995641672,0.1
3.17E-06,0.995611399,0.1
3.20E-06,0.995580957,0.1
3.22E-06,0.99555033,0.1
3.24E-06,0.99551944,0.1
3.26E-06,0.995488321,0.1
3.28E-06,0.995457025,0.1
3.31E-06,0.995425543,0.1
3.33E-06,0.995393785,0.1
3.35E-06,0.995361792,0.1
3.38E-06,0.995329614,0.1
3.40E-06,0.995297253,0.1
3.42E-06,0.995264611,0.1
3.45E-06,0.995231718,0.1
3.47E-06,0.995198626,0.1
3.50E-06,0.995165359,0.1
3.52E-06,0.995131819,0.1
3.54E-06,0.995098001,0.1
3.57E-06,0.995063966,0.1
3.59E-06,0.995029756,0.1
3.62E-06,0.994995302,0.1
3.64E-06,0.994960542,0.1
3.67E-06,0.994925538,0.1
3.69E-06,0.994890338,0.1
3.72E-06,0.994854944,0.1
3.75E-06,0.994819235,0.1
3.77E-06,0.994783246,0.1
3.80E-06,0.994747017,0.1
3.82E-06,0.994710619,0.1
3.85E-06,0.994673959,0.1
3.88E-06,0.994636976,0.1
3.90E-06,0.994599713,0.1
3.93E-06,0.99456223,0.1
3.96E-06,0.994524569,0.1
3.99E-06,0.994486599,0.1
4.01E-06,0.994448312,0.1
4.04E-06,0.994409729,0.1
4.07E-06,0.994370943,0.1
4.10E-06,0.994331961,0.1
4.13E-06,0.994292652,0.1
4.16E-06,0.994253018,0.1
4.18E-06,0.99421307,0.1
4.21E-06,0.994172918,0.1
4.24E-06,0.994132565,0.1
4.27E-06,0.994091884,0.1
4.30E-06,0.994050866,0.1
4.33E-06,0.994009505,0.1
4.36E-06,0.993967916,0.1
4.39E-06,0.99392614,0.1
4.42E-06,0.993884048,0.1
4.45E-06,0.993841612,0.1
4.48E-06,0.993798804,0.1
4.51E-06,0.993755705,0.1
4.55E-06,0.993712432,0.1
4.58E-06,0.993668882,0.1
4.61E-06,0.993624989,0.1
4.64E-06,0.993580719,0.1
4.67E-06,0.993536067,0.1
4.71E-06,0.993491194,0.1
4.74E-06,0.993446113,0.1
4.77E-06,0.99340071,0.1
4.80E-06,0.993354954,0.1
4.84E-06,0.993308774,0.1
4.87E-06,0.993262227,0.1
4.91E-06,0.993215479,0.1
4.94E-06,0.993168488,0.1
4.97E-06,0.993121168,0.1
5.01E-06,0.993073481,0.1
5.04E-06,0.993025334,0.1
5.08E-06,0.992976806,0.1
5.11E-06,0.992928067,0.1
5.15E-06,0.992879077,0.1
5.18E-06,0.992829764,0.1
5.22E-06,0.992780087,0.1
5.26E-06,0.992729928,0.1
5.29E-06,0.992679326,0.1
5.33E-06,0.992628472,0.1
5.37E-06,0.99257738,0.1
5.40E-06,0.992525977,0.1
5.44E-06,0.992474237,0.1
5.48E-06,0.992422039,0.1
5.52E-06,0.992369311,0.1
5.56E-06,0.99231622,0.1
5.59E-06,0.992262893,0.1
5.63E-06,0.992209277,0.1
5.67E-06,0.992155348,0.1
5.71E-06,0.992101053,0.1
5.75E-06,0.992046227,0.1
5.79E-06,0.991990859,0.1
5.83E-06,0.991935143,0.1
5.87E-06,0.991879167,0.1
5.91E-06,0.991822883,0.1
5.95E-06,0.991766294,0.1
5.99E-06,0.991709336,0.1
6.04E-06,0.991651818,0.1
6.08E-06,0.99159371,0.1
6.12E-06,0.991535203,0.1
6.16E-06,0.991476404,0.1
6.21E-06,0.991417286,0.1
6.25E-06,0.991357866,0.1
6.29E-06,0.991298123,0.1
6.34E-06,0.991237867,0.1
6.38E-06,0.991176958,0.1
6.42E-06,0.991115515,0.1
6.47E-06,0.991053714,0.1
6.51E-06,0.99099158,0.1
6.56E-06,0.990929113,0.1
6.60E-06,0.990866364,0.1
6.65E-06,0.990803255,0.1
6.70E-06,0.990739554,0.1
6.74E-06,0.99067516,0.1
6.79E-06,0.990610221,0.1
6.84E-06,0.990544888,0.1
6.88E-06,0.990479179,0.1
6.93E-06,0.990413119,0.1
6.98E-06,0.990346788,0.1
7.03E-06,0.990280128,0.1
7.08E-06,0.990212897,0.1
7.13E-06,0.99014493,0.1
7.18E-06,0.990076314,0.1
7.23E-06,0.99000722,0.1
7.28E-06,0.9899377,0.1
7.33E-06,0.989867767,0.1
7.38E-06,0.98979752,0.1
7.43E-06,0.989727022,0.1
7.48E-06,0.989656121,0.1
7.53E-06,0.989584544,0.1
7.58E-06,0.989512185,0.1
7.64E-06,0.989439165,0.1
7.69E-06,0.989365625,0.1
7.74E-06,0.989291596,0.1
7.80E-06,0.989217108,0.1
7.85E-06,0.98914229,0.1
7.90E-06,0.989067242,0.1
7.96E-06,0.988991838,0.1
8.02E-06,0.988915793,0.1
8.07E-06,0.988838925,0.1
8.13E-06,0.988761289,0.1
8.18E-06,0.988683029,0.1
8.24E-06,0.988604203,0.1
8.30E-06,0.988524819,0.1
8.35E-06,0.988444973,0.1
8.41E-06,0.988364847,0.1
8.47E-06,0.988284501,0.1
8.53E-06,0.988203752,0.1
8.59E-06,0.9881223,0.1
8.65E-06,0.988039976,0.1
8.71E-06,0.987956832,0.1
8.77E-06,0.987872994,0.1
8.83E-06,0.987788506,0.1
8.89E-06,0.987703363,0.1
8.95E-06,0.987617655,0.1
9.01E-06,0.987531586,0.1
9.08E-06,0.987445316,0.1
9.14E-06,0.987358775,0.1
9.20E-06,0.987271683,0.1
9.27E-06,0.987183761,0.1
9.33E-06,0.987094916,0.1
9.40E-06,0.987005226,0.1
9.46E-06,0.986914782,0.1
9.53E-06,0.98682359,0.1
9.59E-06,0.986731635,0.1
9.66E-06,0.986639021,0.1
9.73E-06,0.986545985,0.1
9.79E-06,0.986452739,0.1
9.86E-06,0.986359288,0.1
9.93E-06,0.986265397,0.1
1.00E-05,0.986170751,0.1
1.01E-05,0.986075155,0.1
1.01E-05,0.985978605,0.1
1.02E-05,0.985881183,0.1
1.03E-05,0.985782926,0.1
1.04E-05,0.985683792,0.1
1.04E-05,0.985583768,0.1
1.05E-05,0.985482989,0.1
1.06E-05,0.985381725,0.1
1.06E-05,0.985280234,0.1
1.07E-05,0.985178579,0.1
1.08E-05,0.985076578,0.1
1.09E-05,0.984973915,0.1
1.09E-05,0.984870326,0.1
1.10E-05,0.984765715,0.1
1.11E-05,0.984660123,0.1
1.12E-05,0.984553601,0.1
1.12E-05,0.984446124,0.1
1.13E-05,0.984337613,0.1
1.14E-05,0.984228054,0.1
1.15E-05,0.984117599,0.1
1.16E-05,0.984006547,0.1
1.16E-05,0.983895208,0.1
1.17E-05,0.983783729,0.1
1.18E-05,0.983672016,0.1
1.19E-05,0.98355979,0.1
1.20E-05,0.983446739,0.1
1.21E-05,0.983332664,0.1
1.21E-05,0.983217518,0.1
1.22E-05,0.983101341,0.1
1.23E-05,0.982984146,0.1
1.24E-05,0.982865863,0.1
1.25E-05,0.982746374,0.1
1.26E-05,0.98262563,0.1
1.27E-05,0.982503743,0.1
1.27E-05,0.982381003,0.1
1.28E-05,0.982257773,0.1
1.29E-05,0.982134337,0.1
1.30E-05,0.982010776,0.1
1.31E-05,0.981886943,0.1
1.32E-05,0.981762542,0.1
1.33E-05,0.981637274,0.1
1.34E-05,0.981510943,0.1
1.35E-05,0.981383491,0.1
1.36E-05,0.981254938,0.1
1.37E-05,0.981125288,0.1
1.37E-05,0.980994464,0.1
1.38E-05,0.980862314,0.1
1.39E-05,0.980728694,0.1
1.40E-05,0.980593576,0.1
1.41E-05,0.980457116,0.1
1.42E-05,0.980319639,0.1
1.43E-05,0.980181547,0.1
1.44E-05,0.980043179,0.1
1.45E-05,0.979904697,0.1
1.46E-05,0.979766041,0.1
1.47E-05,0.979626979,0.1
1.48E-05,0.979487202,0.1
1.49E-05,0.979346448,0.1
1.50E-05,0.979204563,0.1
1.51E-05,0.979061509,0.1
1.52E-05,0.978917296,0.1
1.54E-05,0.97877191,0.1
1.55E-05,0.978625249,0.1
1.56E-05,0.978477129,0.1
1.57E-05,0.978327338,0.1
1.58E-05,0.978175733,0.1
1.59E-05,0.978022329,0.1
1.60E-05,0.97786733,0.1
1.61E-05,0.977711102,0.1
1.62E-05,0.977554084,0.1
1.63E-05,0.977396669,0.1
1.65E-05,0.977239102,0.1
1.66E-05,0.977081426,0.1
1.67E-05,0.976923498,0.1
1.68E-05,0.976765052,0.1
1.69E-05,0.976605796,0.1
1.70E-05,0.976445496,0.1
1.71E-05,0.976284016,0.1
1.73E-05,0.976121321,0.1
1.74E-05,0.975957415,0.1
1.75E-05,0.975792285,0.1
1.76E-05,0.975625837,0.1
1.78E-05,0.975457881,0.1
1.79E-05,0.975288155,0.1
1.80E-05,0.975116395,0.1
1.81E-05,0.974942417,0.1
1.82E-05,0.974766188,0.1
1.84E-05,0.974587865,0.1
1.85E-05,0.97440778,0.1
1.86E-05,0.974226382,0.1
1.88E-05,0.974044145,0.1
1.89E-05,0.973861476,0.1
1.90E-05,0.973678633,0.1
1.92E-05,0.973495692,0.1
1.93E-05,0.973312555,0.1
1.94E-05,0.973128999,0.1
1.96E-05,0.972944747,0.1
1.97E-05,0.972759542,0.1
1.98E-05,0.972573194,0.1
2.00E-05,0.972385607,0.1
2.01E-05,0.972196761,0.1
2.02E-05,0.972006666,0.1
2.04E-05,0.971815312,0.1
2.05E-05,0.971622615,0.1
2.07E-05,0.971428395,0.1
2.08E-05,0.971232375,0.1
2.10E-05,0.971034221,0.1
2.11E-05,0.970833598,0.1
2.12E-05,0.970630248,0.1
2.14E-05,0.970424042,0.1
2.15E-05,0.970215029,0.1
2.17E-05,0.97000344,0.1
2.18E-05,0.969789664,0.1
2.20E-05,0.969574188,0.1
2.21E-05,0.969357531,0.1
2.23E-05,0.969140163,0.1
2.25E-05,0.96892244,0.1
2.26E-05,0.968704568,0.1
2.28E-05,0.968486588,0.1
2.29E-05,0.968268398,0.1
2.31E-05,0.968049789,0.1
2.32E-05,0.967830505,0.1
2.34E-05,0.967610296,0.1
2.36E-05,0.967388961,0.1
2.37E-05,0.967166374,0.1
2.39E-05,0.966942485,0.1
2.41E-05,0.966717301,0.1
2.42E-05,0.966490848,0.1
2.44E-05,0.966263131,0.1
2.46E-05,0.966034089,0.1
2.47E-05,0.965803568,0.1
2.49E-05,0.965571313,0.1
2.51E-05,0.965336974,0.1
2.53E-05,0.965100142,0.1
2.54E-05,0.964860393,0.1
2.56E-05,0.964617344,0.1
2.58E-05,0.964370707,0.1
2.60E-05,0.96412033,0.1
2.61E-05,0.963866231,0.1
2.63E-05,0.963608598,0.1
2.65E-05,0.963347779,0.1
2.67E-05,0.963084242,0.1
2.69E-05,0.962818532,0.1
2.71E-05,0.962551211,0.1
2.73E-05,0.962282802,0.1
2.74E-05,0.96201374,0.1
2.76E-05,0.961744342,0.1
2.78E-05,0.961474783,0.1
2.80E-05,0.961205102,0.1
2.82E-05,0.960935214,0.1
2.84E-05,0.960664946,0.1
2.86E-05,0.960394071,0.1
