channel_name,channel_enum,module_sn,carrier_sn,chip_sn,detector_pcb,collection_area,collection_area_sd,solid_angle,solid_angle_sd,substrate_temp_offset,nw_per_dn_t0,nw_per_dn0,nw_per_dn1,nw_per_dn2,nw_per_dn3,nw_per_dn4,nw_per_dn5,optical_electrical_inequiv_percent
lst,0,-1,18,6b.15,X04,1.61210E-04,5.00E-07,7.63750E-04,1.16090E-05,1.29,29,43.10475549,8.360363E-03,-9.523380E-05,1.421944E-01,-3.208176E-02,-3.944352E-03,1.690
