Wavelength,Normalized Flux,Relative Uncertainty
[m],Shirley F1 Case Approx,
2.76E-05,0.946550888,0.1
2.78E-05,0.946183301,0.1
2.80E-05,0.94581561,0.1
2.82E-05,0.945447538,0.1
2.84E-05,0.94507878,0.1
2.86E-05,0.944709028,0.1
2.88E-05,0.944337999,0.1
2.90E-05,0.943965449,0.1
2.92E-05,0.943591188,0.1
2.94E-05,0.943215077,0.1
2.96E-05,0.942837024,0.1
2.98E-05,0.942456972,0.1
3.00E-05,0.942074877,0.1
3.02E-05,0.941690691,0.1
3.04E-05,0.941304335,0.1
3.07E-05,0.940915685,0.1
3.09E-05,0.94052455,0.1
3.11E-05,0.940130667,0.1
3.13E-05,0.939733697,0.1
3.15E-05,0.939333227,0.1
3.17E-05,0.938928786,0.1
3.20E-05,0.93851986,0.1
3.22E-05,0.938105913,0.1
3.24E-05,0.937686419,0.1
3.26E-05,0.937260882,0.1
3.28E-05,0.936828868,0.1
3.31E-05,0.936390026,0.1
3.33E-05,0.935944104,0.1
3.35E-05,0.935490968,0.1
3.38E-05,0.935030606,0.1
3.40E-05,0.934563127,0.1
3.42E-05,0.934088757,0.1
3.45E-05,0.933607821,0.1
3.47E-05,0.933120734,0.1
3.50E-05,0.93262797,0.1
3.52E-05,0.932130046,0.1
3.54E-05,0.931627493,0.1
3.57E-05,0.931120837,0.1
3.59E-05,0.930610571,0.1
3.62E-05,0.930097145,0.1
3.64E-05,0.92958095,0.1
3.67E-05,0.929062305,0.1
3.69E-05,0.928541463,0.1
3.72E-05,0.928018601,0.1
3.75E-05,0.927493838,0.1
3.77E-05,0.926967235,0.1
3.80E-05,0.926438815,0.1
3.82E-05,0.925908573,0.1
3.85E-05,0.925376493,0.1
3.88E-05,0.924842567,0.1
3.90E-05,0.924306802,0.1
3.93E-05,0.923769238,0.1
3.96E-05,0.923229955,0.1
3.99E-05,0.922689076,0.1
4.01E-05,0.922146772,0.1
4.04E-05,0.921603258,0.1
4.07E-05,0.921058789,0.1
4.10E-05,0.920513648,0.1
4.13E-05,0.919968136,0.1
4.16E-05,0.91942256,0.1
4.18E-05,0.91887721,0.1
4.21E-05,0.918332353,0.1
4.24E-05,0.917788208,0.1
4.27E-05,0.917244935,0.1
4.30E-05,0.916702624,0.1
4.33E-05,0.916161278,0.1
4.36E-05,0.915620809,0.1
4.39E-05,0.915081031,0.1
4.42E-05,0.914541661,0.1
4.45E-05,0.914002317,0.1
4.48E-05,0.913462522,0.1
4.51E-05,0.912921718,0.1
4.55E-05,0.91237927,0.1
4.58E-05,0.911834485,0.1
4.61E-05,0.911286619,0.1
4.64E-05,0.910734903,0.1
4.67E-05,0.910178551,0.1
4.71E-05,0.90961678,0.1
4.74E-05,0.909048829,0.1
4.77E-05,0.908473968,0.1
4.80E-05,0.907891519,0.1
4.84E-05,0.907300861,0.1
4.87E-05,0.906701442,0.1
4.91E-05,0.90609279,0.1
4.94E-05,0.905474511,0.1
4.97E-05,0.904846296,0.1
5.01E-05,0.904207918,0.1
5.04E-05,0.903559229,0.1
5.08E-05,0.902900159,0.1
5.11E-05,0.902230703,0.1
5.15E-05,0.901550918,0.1
5.18E-05,0.900860909,0.1
5.22E-05,0.900160823,0.1
5.26E-05,0.899450834,0.1
5.29E-05,0.898731136,0.1
5.33E-05,0.898001926,0.1
5.37E-05,0.897263404,0.1
5.40E-05,0.896515753,0.1
5.44E-05,0.895759138,0.1
5.48E-05,0.894993699,0.1
5.52E-05,0.894219542,0.1
5.56E-05,0.89343674,0.1
5.59E-05,0.892645327,0.1
5.63E-05,0.891845304,0.1
5.67E-05,0.891036633,0.1
5.71E-05,0.890219247,0.1
5.75E-05,0.889393049,0.1
5.79E-05,0.888557921,0.1
5.83E-05,0.887713731,0.1
5.87E-05,0.886860336,0.1
5.91E-05,0.885997597,0.1
5.95E-05,0.885125382,0.1
5.99E-05,0.884243574,0.1
6.04E-05,0.883352085,0.1
6.08E-05,0.882450859,0.1
6.12E-05,0.88153988,0.1
6.16E-05,0.88061918,0.1
6.21E-05,0.879688846,0.1
6.25E-05,0.878749021,0.1
6.29E-05,0.877799912,0.1
6.34E-05,0.876841787,0.1
6.38E-05,0.875874983,0.1
6.42E-05,0.8748999,0.1
6.47E-05,0.873917004,0.1
6.51E-05,0.872926821,0.1
6.56E-05,0.871929936,0.1
6.60E-05,0.870926986,0.1
6.65E-05,0.869918655,0.1
6.70E-05,0.868905669,0.1
6.74E-05,0.867888787,0.1
6.79E-05,0.866868792,0.1
6.84E-05,0.865846486,0.1
6.88E-05,0.864822678,0.1
6.93E-05,0.863798176,0.1
6.98E-05,0.862773778,0.1
7.03E-05,0.861750266,0.1
7.08E-05,0.860728392,0.1
7.13E-05,0.859708876,0.1
7.18E-05,0.858692392,0.1
7.23E-05,0.857679567,0.1
7.28E-05,0.856670972,0.1
7.33E-05,0.855667113,0.1
7.38E-05,0.854668433,0.1
7.43E-05,0.853675304,0.1
7.48E-05,0.852688022,0.1
7.53E-05,0.851706811,0.1
7.58E-05,0.850731815,0.1
7.64E-05,0.849763101,0.1
7.69E-05,0.84880066,0.1
7.74E-05,0.847844409,0.1
7.80E-05,0.846894187,0.1
7.85E-05,0.845949767,0.1
7.90E-05,0.845010852,0.1
7.96E-05,0.844077082,0.1
8.02E-05,0.843148039,0.1
8.07E-05,0.842223253,0.1
8.13E-05,0.841302203,0.1
8.18E-05,0.840384327,0.1
8.24E-05,0.839469028,0.1
8.30E-05,0.838555675,0.1
8.35E-05,0.837643617,0.1
8.41E-05,0.836732181,0.1
8.47E-05,0.835820684,0.1
8.53E-05,0.834908435,0.1
8.59E-05,0.833994745,0.1
8.65E-05,0.833078926,0.1
8.71E-05,0.832160303,0.1
8.77E-05,0.831238212,0.1
8.83E-05,0.830312011,0.1
8.89E-05,0.829381077,0.1
8.95E-05,0.828444815,0.1
9.01E-05,0.827502659,0.1
9.08E-05,0.826554073,0.1
9.14E-05,0.825598553,0.1
9.20E-05,0.824635631,0.1
9.27E-05,0.823664875,0.1
9.33E-05,0.822685886,0.1
9.40E-05,0.821698305,0.1
9.46E-05,0.820701805,0.1
9.53E-05,0.819696093,0.1
9.59E-05,0.818680913,0.1
9.66E-05,0.817656037,0.1
9.73E-05,0.816621267,0.1
9.79E-05,0.815576433,0.1
9.86E-05,0.81452139,0.1
9.93E-05,0.813456013,0.1
0.0001,0.812380197,0.1
